id,age,race,sex,workclass,income
2925,40,White,Male,Private,<=50K
2926,49,White,Female,Private,>50K
2927,35,Asian-Pac-Islander,Male,Private,<=50K
2928,52,Black,Female,Private,<=50K
2929,28,White,Female,Private,<=50K
2930,35,White,Male,Private,<=50K
2931,21,White,Female,?,<=50K
2932,43,White,Male,Self-emp-not-inc,<=50K
2933,32,White,Female,?,<=50K
2934,29,White,Male,Self-emp-not-inc,>50K
2935,23,White,Male,Private,<=50K
2936,50,White,Male,Local-gov,<=50K
2937,34,Black,Male,Private,<=50K
2938,19,White,Male,Private,<=50K
2939,47,Black,Female,Private,<=50K
2940,37,White,Male,Self-emp-not-inc,<=50K
2941,25,Black,Female,Private,<=50K
2942,75,White,Male,Private,>50K
2943,24,White,Male,Private,<=50K
2944,28,Asian-Pac-Islander,Male,State-gov,<=50K
2945,17,White,Female,Local-gov,<=50K
2946,31,Black,Male,Private,<=50K
2947,31,White,Female,Private,<=50K
2948,18,White,Male,?,<=50K
2949,45,White,Male,Private,>50K
2950,31,White,Male,Private,<=50K
2951,27,White,Male,Private,>50K
2952,48,Black,Female,Private,<=50K
2953,22,White,Female,?,<=50K
2954,34,Black,Male,Private,<=50K
2955,26,Black,Female,Private,<=50K
2956,53,White,Male,Private,<=50K
2957,60,White,Male,Private,>50K
2958,49,White,Female,Local-gov,<=50K
2959,40,White,Female,Private,<=50K
2960,48,White,Male,Self-emp-inc,<=50K
2961,23,White,Male,Private,<=50K
2962,68,Black,Male,?,<=50K
2963,42,White,Male,Private,>50K
2964,37,White,Male,Self-emp-not-inc,<=50K
2965,27,White,Female,Private,<=50K
2966,38,White,Male,Private,>50K
2967,27,White,Male,Private,<=50K
2968,75,White,Female,Private,<=50K
2969,49,White,Male,Self-emp-inc,>50K
2970,27,White,Male,Private,<=50K
2971,36,White,Male,Self-emp-not-inc,<=50K
2972,36,White,Male,Private,>50K
2973,35,White,Male,Private,<=50K
2974,36,White,Male,Private,>50K
2975,53,Black,Male,Private,<=50K
2976,27,Black,Female,Private,<=50K
2977,34,White,Male,Private,<=50K
2978,61,White,Male,Private,>50K
2979,29,White,Male,Private,<=50K
2980,40,Black,Female,State-gov,<=50K
2981,37,White,Male,Private,>50K
2982,22,White,Male,Private,<=50K
2983,43,White,Male,Self-emp-inc,<=50K
2984,55,White,Male,Self-emp-not-inc,<=50K
2985,28,White,Female,Private,<=50K
2986,23,White,Female,Private,<=50K
2987,64,Black,Male,Local-gov,>50K
2988,46,White,Male,Private,<=50K
2989,29,White,Male,Private,<=50K
2990,44,Asian-Pac-Islander,Male,Private,<=50K
2991,20,White,Male,Private,<=50K
2992,62,White,Male,Self-emp-not-inc,<=50K
2993,49,White,Female,Private,<=50K
2994,29,Amer-Indian-Eskimo,Female,Private,<=50K
2995,35,White,Male,Self-emp-not-inc,<=50K
2996,39,White,Male,Local-gov,<=50K
2997,39,White,Male,Private,<=50K
2998,37,White,Female,Private,<=50K
2999,38,White,Male,Private,<=50K
3000,72,White,Male,?,<=50K
3001,31,White,Male,Private,<=50K
3002,55,White,Male,Private,<=50K
3003,38,White,Female,Private,<=50K
3004,33,White,Female,Private,<=50K
3005,25,White,Female,Private,<=50K
3006,19,White,Male,?,<=50K
3007,37,White,Female,Private,<=50K
3008,49,White,Male,Private,<=50K
3009,26,White,Male,Private,<=50K
3010,35,White,Male,Private,<=50K
3011,44,White,Female,Self-emp-inc,<=50K
3012,37,White,Male,Private,>50K
3013,42,White,Male,Private,>50K
3014,64,White,Female,State-gov,>50K
3015,28,White,Male,Private,>50K
3016,35,White,Male,Self-emp-not-inc,<=50K
3017,40,White,Male,State-gov,<=50K
3018,55,White,Male,Federal-gov,>50K
3019,21,White,Male,Private,<=50K
3020,49,Black,Female,Private,<=50K
3021,51,White,Male,State-gov,>50K
3022,57,Asian-Pac-Islander,Male,Private,>50K
3023,51,White,Male,Private,>50K
3024,38,Black,Male,Private,<=50K
3025,24,White,Female,Private,<=50K
3026,45,White,Male,Self-emp-not-inc,<=50K
3027,28,White,Male,Private,<=50K
3028,42,White,Male,Self-emp-inc,>50K
3029,22,White,Male,Private,<=50K
3030,28,White,Male,State-gov,<=50K
3031,60,White,Female,Private,<=50K
3032,31,White,Female,Private,<=50K
3033,47,White,Male,Private,>50K
3034,40,White,Male,?,<=50K
3035,30,White,Male,Private,<=50K
3036,61,White,Male,Private,>50K
3037,71,White,Female,Local-gov,<=50K
3038,42,White,Female,Private,<=50K
3039,44,White,Male,Local-gov,<=50K
3040,46,White,Male,Self-emp-not-inc,>50K
3041,50,Black,Female,Local-gov,>50K
3042,27,White,Male,State-gov,<=50K
3043,40,White,Male,?,<=50K
3044,21,White,Female,Private,<=50K
3045,25,White,Male,Private,<=50K
3046,61,White,Male,Private,<=50K
3047,54,White,Male,Private,<=50K
3048,31,White,Male,Private,<=50K
3049,53,White,Male,Self-emp-not-inc,<=50K
3050,39,White,Male,Self-emp-inc,>50K
3051,57,White,Male,Self-emp-inc,>50K
3052,48,White,Female,Private,<=50K
3053,30,White,Male,Private,>50K
3054,35,White,Male,Private,<=50K
3055,42,White,Male,Self-emp-not-inc,<=50K
3056,34,White,Male,Self-emp-not-inc,<=50K
3057,59,White,Male,Private,>50K
3058,69,White,Male,Local-gov,<=50K
3059,29,White,Female,Private,<=50K
3060,40,White,Male,Private,<=50K
3061,21,White,Male,Private,<=50K
3062,40,White,Female,Private,<=50K
3063,43,White,Male,Private,<=50K
3064,36,White,Male,Private,<=50K
3065,41,Asian-Pac-Islander,Male,Private,>50K
3066,72,White,Male,?,<=50K
3067,20,White,Male,Private,<=50K
3068,41,White,Female,Local-gov,<=50K
3069,34,White,Male,Private,<=50K
3070,48,Black,Female,Private,<=50K
3071,27,White,Female,Private,<=50K
3072,35,White,Male,Private,>50K
3073,28,Black,Male,?,<=50K
3074,27,Black,Male,Private,<=50K
3075,20,White,Male,Private,<=50K
3076,18,White,Female,Private,<=50K
3077,32,White,Male,Private,<=50K
3078,38,White,Male,Private,>50K
3079,23,White,Male,State-gov,<=50K
3080,28,White,Male,Private,>50K
3081,40,White,Male,State-gov,>50K
3082,35,White,Female,Private,<=50K
3083,74,White,Male,Self-emp-inc,<=50K
3084,28,White,Male,Private,<=50K
3085,23,White,Male,Private,<=50K
3086,20,White,Male,Self-emp-not-inc,<=50K
3087,44,Black,Female,Private,<=50K
3088,46,White,Female,Local-gov,<=50K
3089,20,White,Male,?,<=50K
3090,51,White,Male,Self-emp-not-inc,>50K
3091,40,White,Female,Private,<=50K
3092,48,White,Male,Private,>50K
3093,60,White,Male,Self-emp-not-inc,<=50K
3094,48,White,Male,Self-emp-inc,>50K
3095,46,White,Female,Local-gov,<=50K
3096,48,White,Male,Self-emp-inc,>50K
3097,22,Black,Female,?,<=50K
3098,24,White,Female,Local-gov,<=50K
3099,45,White,Female,State-gov,<=50K
3100,18,White,Female,Private,<=50K
3101,39,White,Male,Private,<=50K
3102,65,White,Male,Self-emp-inc,<=50K
3103,22,White,Female,Private,<=50K
3104,20,White,Female,Private,<=50K
3105,28,White,Male,Private,<=50K
3106,46,White,Male,Private,>50K
3107,42,White,Male,Local-gov,>50K
3108,61,White,Male,State-gov,>50K
3109,28,White,Male,Private,>50K
3110,18,White,Female,Private,<=50K
3111,24,Asian-Pac-Islander,Male,Federal-gov,<=50K
3112,45,White,Male,Private,>50K
3113,24,White,Male,Private,<=50K
3114,44,White,Male,Private,>50K
3115,20,White,Male,Private,<=50K
3116,35,White,Male,Private,<=50K
3117,52,White,Male,Self-emp-inc,<=50K
3118,25,White,Male,Private,<=50K
3119,19,White,Male,Private,<=50K
3120,35,White,Male,?,<=50K
3121,54,White,Female,Private,<=50K
3122,21,White,Male,Private,<=50K
3123,26,White,Female,Private,>50K
3124,42,White,Female,Private,<=50K
3125,19,White,Female,Private,<=50K
3126,55,White,Male,Private,>50K
3127,44,White,Male,State-gov,<=50K
3128,25,White,Male,Private,<=50K
3129,26,White,Male,Private,<=50K
3130,64,White,Female,Federal-gov,>50K
3131,41,Other,Female,Private,<=50K
3132,25,Black,Male,?,<=50K
3133,43,White,Male,Private,<=50K
3134,45,White,Male,Private,>50K
3135,48,White,Male,Federal-gov,>50K
3136,60,White,Male,Private,<=50K
3137,45,White,Male,Self-emp-not-inc,<=50K
3138,51,White,Male,Private,>50K
3139,37,White,Female,Federal-gov,<=50K
3140,22,White,Male,Private,<=50K
3141,44,White,Male,Private,>50K
3142,27,White,Male,Private,<=50K
3143,47,White,Male,Local-gov,<=50K
3144,32,Black,Male,Private,>50K
3145,40,White,Male,Private,>50K
3146,41,White,Male,Private,<=50K
3147,32,White,Female,?,<=50K
3148,26,White,Female,Private,<=50K
3149,47,Asian-Pac-Islander,Male,Private,<=50K
3150,55,White,Male,Self-emp-inc,<=50K
3151,38,White,Male,Private,<=50K
3152,24,White,Male,State-gov,<=50K
3153,64,White,Male,Self-emp-not-inc,>50K
3154,56,White,Male,Federal-gov,>50K
3155,41,White,Male,Private,>50K
3156,33,White,Male,Private,>50K
3157,33,White,Male,Private,>50K
3158,21,White,Male,Private,<=50K
3159,59,Black,Male,Local-gov,<=50K
3160,58,White,Male,Private,>50K
3161,43,White,Male,Local-gov,<=50K
3162,21,Black,Male,Private,<=50K
3163,45,White,Male,Private,<=50K
3164,53,White,Female,Local-gov,>50K
3165,41,White,Male,Private,>50K
3166,27,White,Female,Private,<=50K
3167,53,White,Male,Private,>50K
3168,38,White,Male,Private,>50K
3169,31,White,Male,Private,>50K
3170,41,White,Male,Private,<=50K
3171,22,White,Female,State-gov,<=50K
3172,43,White,Male,Self-emp-not-inc,<=50K
3173,41,White,Male,State-gov,<=50K
3174,27,White,Female,Private,<=50K
3175,41,White,Male,Local-gov,<=50K
3176,36,White,Male,Private,>50K
3177,49,White,Female,Private,>50K
3178,20,White,Male,Private,<=50K
3179,58,White,Female,Self-emp-not-inc,<=50K
3180,35,Black,Female,Self-emp-not-inc,<=50K
3181,30,White,Male,Local-gov,>50K
3182,21,White,Male,Private,<=50K
3183,29,White,Male,Private,<=50K
3184,40,White,Female,Private,<=50K
3185,54,Asian-Pac-Islander,Female,State-gov,>50K
3186,35,White,Male,Private,>50K
3187,35,White,Male,Private,<=50K
3188,40,White,Female,Private,<=50K
3189,59,Black,Female,Private,<=50K
3190,43,White,Male,Self-emp-inc,<=50K
3191,39,White,Male,Private,>50K
3192,51,Black,Female,Private,<=50K
3193,71,White,Female,Private,<=50K
3194,33,Black,Female,Private,<=50K
3195,28,Black,Male,Private,<=50K
3196,30,White,Male,Private,<=50K
3197,20,White,Male,Private,<=50K
3198,51,White,Male,Self-emp-inc,<=50K
3199,39,White,Female,Private,>50K
3200,62,Asian-Pac-Islander,Male,Private,>50K
3201,37,White,Male,Private,<=50K
3202,28,White,Male,Private,<=50K
3203,23,Asian-Pac-Islander,Male,Private,<=50K
3204,39,White,Female,Private,<=50K
3205,50,White,Male,Self-emp-inc,>50K
3206,31,White,Male,Private,<=50K
3207,45,White,Male,Local-gov,>50K
3208,23,Other,Male,?,<=50K
3209,47,White,Male,Private,<=50K
3210,59,White,Female,Private,<=50K
3211,32,White,Male,Private,<=50K
3212,82,White,Male,?,<=50K
3213,49,White,Male,Private,>50K
3214,74,White,Male,Federal-gov,<=50K
3215,22,White,Male,Private,<=50K
3216,32,White,Male,Private,<=50K
3217,34,White,Male,Private,>50K
3218,59,White,Male,Private,>50K
3219,36,White,Male,Private,>50K
3220,59,White,Female,Private,<=50K
3221,47,White,Male,Self-emp-inc,>50K
3222,53,White,Male,Local-gov,<=50K
3223,25,White,Male,Self-emp-not-inc,<=50K
3224,44,Black,Male,Private,<=50K
3225,57,White,Female,Self-emp-not-inc,>50K
3226,42,White,Male,Self-emp-not-inc,>50K
3227,58,White,Male,Local-gov,<=50K
3228,39,White,Male,Private,<=50K
3229,32,Black,Male,?,<=50K
3230,45,White,Male,Private,<=50K
3231,47,Black,Female,Private,>50K
3232,52,White,Male,?,<=50K
3233,56,White,Male,Self-emp-not-inc,<=50K
3234,52,White,Female,Private,<=50K
3235,34,Black,Female,Private,<=50K
3236,36,White,Male,Self-emp-not-inc,<=50K
3237,41,White,Male,Private,<=50K
3238,30,White,Male,Private,<=50K
3239,44,Other,Male,Private,<=50K
3240,17,Asian-Pac-Islander,Female,?,<=50K
3241,34,White,Female,Private,<=50K
3242,41,Black,Male,Private,<=50K
3243,29,White,Male,Private,<=50K
3244,25,White,Male,Private,<=50K
3245,42,White,Male,Local-gov,<=50K
3246,48,White,Male,Private,>50K
3247,26,White,Male,Private,<=50K
3248,64,White,Female,Self-emp-inc,>50K
3249,46,White,Male,Self-emp-inc,<=50K
3250,38,White,Male,Private,>50K
3251,49,White,Male,State-gov,<=50K
3252,23,Black,Female,Private,<=50K
3253,46,White,Female,Local-gov,>50K
3254,30,White,Male,Private,<=50K
3255,49,White,Male,Self-emp-not-inc,>50K
3256,47,White,Male,?,<=50K
3257,44,White,Male,Private,>50K
3258,31,White,Male,Private,<=50K
3259,19,White,Male,Private,<=50K
3260,45,White,Female,Private,<=50K
3261,34,White,Male,Private,>50K
3262,26,White,Male,Private,<=50K
3263,38,White,Male,Self-emp-not-inc,>50K
3264,31,White,Female,Private,<=50K
3265,36,White,Male,Self-emp-inc,<=50K
3266,31,White,Male,Private,>50K
3267,30,White,Male,Private,<=50K
3268,37,White,Male,Private,>50K
3269,30,Black,Male,Private,>50K
3270,21,Black,Female,?,<=50K
3271,73,White,Female,Private,<=50K
3272,38,White,Male,Federal-gov,>50K
3273,30,White,Male,Private,<=50K
3274,33,White,Male,Private,>50K
3275,52,White,Male,Local-gov,>50K
3276,58,White,Female,Private,<=50K
3277,34,White,Female,Local-gov,<=50K
3278,35,White,Male,Private,<=50K
3279,59,White,Male,Federal-gov,>50K
3280,45,White,Female,Private,<=50K
3281,27,White,Male,Private,<=50K
3282,31,White,Male,Local-gov,>50K
3283,45,White,Male,Private,<=50K
3284,40,White,Female,Private,<=50K
3285,27,White,Male,Private,<=50K
3286,19,White,Male,Private,<=50K
3287,29,White,Male,Private,<=50K
3288,34,White,Male,Self-emp-inc,<=50K
3289,32,White,Male,State-gov,<=50K
3290,49,White,Male,Private,<=50K
3291,33,White,Female,Private,>50K
3292,74,White,Male,?,<=50K
3293,62,White,Male,Private,>50K
3294,39,White,Male,Self-emp-not-inc,<=50K
3295,43,White,Female,Private,<=50K
3296,22,White,Female,Private,<=50K
3297,24,White,Male,Private,<=50K
3298,76,White,Male,?,>50K
3299,25,Black,Female,Private,<=50K
3300,19,White,Female,Private,<=50K
3301,31,White,Female,Private,<=50K
3302,53,White,Female,Private,<=50K
3303,61,White,Male,Private,<=50K
3304,47,White,Male,Private,<=50K
3305,37,White,Female,Private,<=50K
3306,50,White,Male,Self-emp-not-inc,<=50K
3307,27,White,Male,Private,<=50K
3308,58,White,Female,Private,<=50K
3309,43,Black,Male,Private,<=50K
3310,39,White,Male,Private,<=50K
3311,36,White,Female,Private,<=50K
3312,56,White,Male,Private,<=50K
3313,26,White,Male,Private,<=50K
3314,23,White,Female,Private,<=50K
3315,47,Black,Male,Private,<=50K
3316,68,White,Female,Private,<=50K
3317,47,Black,Male,Local-gov,<=50K
3318,45,White,Male,Federal-gov,>50K
3319,26,White,Male,Private,<=50K
3320,20,White,Male,Private,<=50K
3321,46,White,Female,Private,<=50K
3322,37,White,Male,Private,>50K
3323,37,White,Male,Private,<=50K
3324,43,White,Male,Private,<=50K
3325,59,White,Female,Private,<=50K
3326,39,White,Female,Private,<=50K
3327,32,White,Female,Private,<=50K
3328,63,White,Male,Private,<=50K
3329,45,White,Male,Private,>50K
3330,59,White,Female,Private,<=50K
3331,36,White,Male,?,<=50K
3332,26,White,Male,Private,<=50K
3333,34,White,Female,Private,<=50K
3334,41,White,Male,Private,>50K
3335,26,Black,Male,Private,<=50K
3336,53,White,Female,Private,<=50K
3337,33,White,Female,Private,>50K
3338,46,White,Male,Private,>50K
3339,79,Black,Female,?,<=50K
3340,31,White,Female,Private,<=50K
3341,24,White,Male,Private,<=50K
3342,57,White,Female,Local-gov,<=50K
3343,40,White,Female,Private,<=50K
3344,41,Other,Male,Self-emp-inc,<=50K
3345,20,White,Male,Private,<=50K
3346,45,Black,Female,Private,<=50K
3347,27,White,Female,Private,<=50K
3348,36,White,Male,Private,<=50K
3349,30,White,Male,Private,<=50K
3350,36,White,Female,Private,>50K
3351,25,Other,Male,Private,<=50K
3352,30,White,Female,?,<=50K
3353,31,White,Female,Private,<=50K
3354,49,White,Male,Private,>50K
3355,26,White,Male,Private,<=50K
3356,25,White,Male,Private,<=50K
3357,29,White,Female,Private,<=50K
3358,24,White,Female,Private,<=50K
3359,41,White,Male,Private,>50K
3360,35,White,Male,Private,>50K
3361,57,White,Female,Self-emp-inc,>50K
3362,21,White,Female,Private,<=50K
3363,29,Black,Female,Private,<=50K
3364,36,White,Male,Private,<=50K
3365,20,White,Female,Private,<=50K
3366,51,White,Male,Private,>50K
3367,39,White,Male,Private,<=50K
3368,36,White,Male,Private,<=50K
3369,40,White,Male,Self-emp-not-inc,>50K
3370,61,White,Male,Private,<=50K
3371,38,White,Male,Private,<=50K
3372,20,White,Male,?,<=50K
3373,21,White,Female,Private,<=50K
3374,40,White,Female,Private,<=50K
3375,46,White,Male,Private,<=50K
3376,21,White,Male,Private,<=50K
3377,35,Black,Male,Self-emp-not-inc,<=50K
3378,39,White,Male,Private,<=50K
3379,38,White,Male,Self-emp-not-inc,<=50K
3380,30,White,Female,Private,<=50K
3381,28,Other,Male,Private,<=50K
3382,32,White,Male,Private,>50K
3383,46,White,Male,Self-emp-not-inc,>50K
3384,40,White,Male,Private,<=50K
3385,47,Black,Female,Private,>50K
3386,44,White,Male,Private,<=50K
3387,38,White,Male,Private,<=50K
3388,51,White,Male,?,>50K
3389,46,White,Male,Self-emp-not-inc,>50K
3390,51,White,Male,Private,>50K
3391,45,White,Male,Private,>50K
3392,20,White,Female,Private,<=50K
3393,44,White,Male,Private,<=50K
3394,33,White,Male,Private,<=50K
3395,18,White,Female,Private,<=50K
3396,61,White,Male,Self-emp-inc,>50K
3397,50,White,Female,State-gov,<=50K
3398,47,Black,Male,Federal-gov,<=50K
3399,34,White,Male,Private,>50K
3400,53,Black,Male,Private,<=50K
3401,39,White,Male,Self-emp-not-inc,<=50K
3402,58,White,Male,Private,>50K
3403,66,Black,Male,?,<=50K
3404,26,White,Male,Private,<=50K
3405,41,White,Male,Private,<=50K
3406,47,White,Male,Local-gov,<=50K
3407,31,Amer-Indian-Eskimo,Male,Private,<=50K
3408,52,White,Male,Private,>50K
3409,29,White,Male,Private,>50K
3410,43,Black,Female,Private,<=50K
3411,42,White,Male,Federal-gov,>50K
3412,35,Black,Female,Private,<=50K
3413,41,White,Male,Private,<=50K
3414,34,White,Male,Private,>50K
3415,52,White,Male,Self-emp-not-inc,<=50K
3416,61,White,Male,Private,<=50K
3417,39,White,Male,Local-gov,<=50K
3418,19,White,Female,Private,<=50K
3419,46,White,Male,State-gov,>50K
3420,39,White,Male,Private,<=50K
3421,22,White,Male,Private,<=50K
3422,30,White,Female,State-gov,<=50K
3423,40,White,Female,Private,<=50K
3424,43,White,Male,Private,<=50K
3425,37,White,Male,Private,<=50K
3426,23,White,Male,Private,<=50K
3427,39,White,Male,Local-gov,<=50K
3428,54,White,Male,Private,<=50K
3429,46,White,Male,Self-emp-inc,<=50K
3430,20,White,Female,Private,<=50K
3431,50,White,Female,Self-emp-not-inc,>50K
3432,17,White,Female,Private,<=50K
3433,36,White,Male,Private,<=50K
3434,37,White,Male,Private,<=50K
3435,53,White,Female,Private,<=50K
3436,50,White,Male,Private,>50K
3437,38,White,Male,Private,<=50K
3438,63,White,Male,Self-emp-not-inc,<=50K
3439,53,White,Male,Private,>50K
3440,40,White,Female,?,<=50K
3441,23,White,Male,Self-emp-inc,<=50K
3442,20,White,Male,Private,<=50K
3443,46,Black,Male,Private,>50K
3444,28,Amer-Indian-Eskimo,Male,Private,<=50K
3445,59,White,Male,Private,<=50K
3446,41,White,Male,Private,>50K
3447,33,White,Male,Private,<=50K
3448,56,White,Male,Private,<=50K
3449,50,White,Male,Self-emp-not-inc,>50K
3450,31,White,Female,Local-gov,<=50K
3451,41,White,Male,Private,<=50K
3452,38,White,Female,Private,>50K
3453,25,White,Female,State-gov,<=50K
3454,18,Other,Female,?,<=50K
3455,49,Black,Female,Local-gov,<=50K
3456,39,White,Male,Private,<=50K
3457,22,White,Female,?,<=50K
3458,21,White,Female,Private,<=50K
3459,35,White,Male,Private,<=50K
3460,21,White,Female,?,<=50K
3461,38,White,Male,Private,>50K
3462,55,White,Female,Private,<=50K
3463,31,White,Male,Private,<=50K
3464,17,White,Male,Self-emp-inc,<=50K
3465,31,White,Male,Private,>50K
3466,25,White,Male,Local-gov,<=50K
3467,39,White,Male,Private,>50K
3468,50,White,Male,Private,<=50K
3469,38,White,Female,Local-gov,>50K
3470,50,White,Male,Private,<=50K
3471,63,White,Male,Private,<=50K
3472,31,White,Male,Private,<=50K
3473,23,White,Female,Private,<=50K
3474,18,White,Male,Private,<=50K
3475,43,White,Female,Local-gov,<=50K
3476,34,White,Male,Private,>50K
3477,18,White,Male,Private,<=50K
3478,46,Black,Male,Private,>50K
3479,35,White,Female,Private,>50K
3480,46,White,Female,State-gov,<=50K
3481,59,White,Male,Private,>50K
3482,31,White,Female,Private,<=50K
3483,27,White,Female,Private,<=50K
3484,41,White,Male,Private,<=50K
3485,42,Black,Male,Private,<=50K
3486,55,White,Male,Private,>50K
3487,34,Black,Female,?,<=50K
3488,44,White,Female,Private,<=50K
3489,26,White,Female,Private,<=50K
3490,36,White,Female,Private,>50K
3491,69,White,Male,Private,<=50K
3492,33,White,Female,Private,<=50K
3493,30,White,Male,Private,<=50K
3494,35,White,Female,Private,>50K
3495,25,White,Female,Private,>50K
3496,21,Black,Male,Private,<=50K
3497,18,Black,Male,Private,<=50K
3498,35,White,Male,Self-emp-not-inc,>50K
3499,20,White,Male,Private,<=50K
3500,26,White,Male,Private,<=50K
3501,46,White,Male,Private,<=50K
3502,31,White,Female,Private,<=50K
3503,40,White,Male,Private,>50K
3504,40,White,Female,Private,<=50K
3505,31,White,Female,Private,<=50K
3506,32,White,Male,Self-emp-not-inc,<=50K
3507,23,White,Male,Self-emp-not-inc,<=50K
3508,25,White,Male,Local-gov,<=50K
3509,37,White,Male,Private,<=50K
3510,18,White,Female,Private,<=50K
3511,55,White,Female,Private,<=50K
3512,52,White,Female,Private,<=50K
3513,26,White,Female,Private,<=50K
3514,37,White,Male,Private,>50K
3515,39,White,Female,Private,<=50K
3516,62,White,Female,Self-emp-not-inc,>50K
3517,19,White,Female,?,<=50K
3518,47,White,Male,Private,>50K
3519,51,White,Male,Local-gov,>50K
3520,55,White,Female,Private,<=50K
3521,30,White,Male,Private,<=50K
3522,59,White,Male,Federal-gov,<=50K
3523,45,White,Male,Self-emp-not-inc,<=50K
3524,52,White,Male,Private,>50K
3525,21,White,Male,Private,<=50K
3526,31,White,Male,Private,<=50K
3527,29,Black,Male,Private,<=50K
3528,24,White,Male,Private,<=50K
3529,17,White,Male,Private,<=50K
3530,47,Black,Female,Private,<=50K
3531,46,White,Male,Private,>50K
3532,32,White,Female,?,<=50K
3533,34,White,Male,Private,<=50K
3534,63,White,Male,Private,<=50K
3535,21,White,Male,Private,<=50K
3536,18,Black,Male,Private,<=50K
3537,49,White,Male,State-gov,>50K
3538,81,White,Female,Self-emp-not-inc,<=50K
3539,36,White,Male,Self-emp-inc,>50K
3540,47,White,Male,Private,>50K
3541,36,White,Male,Private,>50K
3542,39,White,Male,Self-emp-not-inc,<=50K
3543,46,White,Female,Private,<=50K
3544,43,White,Female,Local-gov,>50K
3545,39,White,Female,Local-gov,<=50K
3546,29,White,Female,Private,<=50K
3547,23,Black,Female,Private,<=50K
3548,57,White,Male,Private,<=50K
3549,38,Black,Female,Self-emp-not-inc,<=50K
3550,25,White,Female,Private,<=50K
3551,39,White,Male,Local-gov,<=50K
3552,24,Black,Male,Private,<=50K
3553,56,White,Male,Private,>50K
3554,39,White,Female,Private,<=50K
3555,23,White,Female,Private,<=50K
3556,17,Other,Female,?,<=50K
3557,67,White,Female,Self-emp-not-inc,<=50K
3558,41,Asian-Pac-Islander,Male,Private,<=50K
3559,24,White,Female,Local-gov,<=50K
3560,51,Black,Male,Private,>50K
3561,30,White,Female,Self-emp-inc,<=50K
3562,47,White,Male,Self-emp-inc,>50K
3563,56,White,Male,Private,<=50K
3564,51,White,Male,Private,<=50K
3565,57,White,Male,Self-emp-not-inc,<=50K
3566,34,White,Female,Private,<=50K
3567,24,White,Male,Private,<=50K
3568,57,White,Male,Private,<=50K
3569,38,White,Male,Private,>50K
3570,23,White,Female,Private,<=50K
3571,35,White,Male,Private,<=50K
3572,58,White,Male,Private,<=50K
3573,19,White,Female,?,<=50K
3574,19,White,Male,?,<=50K
3575,68,White,Male,State-gov,>50K
3576,43,White,Male,Private,>50K
3577,17,White,Female,Private,<=50K
3578,53,White,Male,State-gov,>50K
3579,37,Black,Male,Self-emp-inc,>50K
3580,21,Asian-Pac-Islander,Male,?,<=50K
3581,63,White,Male,Private,>50K
3582,31,White,Male,Private,<=50K
3583,29,White,Male,Private,<=50K
3584,43,White,Male,Local-gov,>50K
3585,27,White,Female,Private,>50K
3586,25,White,Male,Self-emp-not-inc,<=50K
3587,28,White,Female,Private,<=50K
3588,54,White,Female,Private,<=50K
3589,74,White,Female,?,<=50K
3590,31,Amer-Indian-Eskimo,Female,Local-gov,<=50K
3591,23,White,Male,Private,<=50K
3592,19,White,Female,Private,<=50K
3593,39,White,Female,?,<=50K
3594,61,White,Female,Self-emp-not-inc,<=50K
3595,59,White,Female,?,>50K
3596,27,White,Female,Self-emp-inc,>50K
3597,19,Black,Female,Private,<=50K
3598,23,White,Male,?,<=50K
3599,25,Amer-Indian-Eskimo,Female,Local-gov,<=50K
3600,40,White,Male,Private,>50K
3601,53,White,Female,Private,<=50K
3602,32,White,Male,Private,<=50K
3603,72,White,Male,Self-emp-not-inc,>50K
3604,61,White,Male,Private,<=50K
3605,42,White,Male,Private,<=50K
3606,17,Amer-Indian-Eskimo,Female,Private,<=50K
3607,73,White,Male,Private,<=50K
3608,41,White,Male,Self-emp-not-inc,<=50K
3609,23,Black,Female,Private,<=50K
3610,23,White,Female,Private,<=50K
3611,65,White,Male,Private,<=50K
3612,45,White,Female,Self-emp-inc,<=50K
3613,52,Black,Male,Federal-gov,>50K
3614,24,Black,Female,Local-gov,<=50K
3615,23,White,Male,Private,<=50K
3616,30,White,Female,Private,<=50K
3617,26,White,Male,Private,<=50K
3618,37,White,Male,Self-emp-not-inc,<=50K
3619,17,White,Male,Private,<=50K
3620,31,White,Male,Private,<=50K
3621,52,White,Female,Private,<=50K
3622,63,White,Male,Private,<=50K
3623,27,White,Female,Private,<=50K
3624,31,White,Male,Private,<=50K
3625,71,White,Female,Self-emp-not-inc,<=50K
3626,35,White,Male,Private,<=50K
3627,44,White,Female,Private,<=50K
3628,36,Asian-Pac-Islander,Male,Private,<=50K
3629,22,White,Female,Private,<=50K
3630,32,White,Male,Private,<=50K
3631,30,White,Female,Local-gov,<=50K
3632,60,White,Male,?,<=50K
3633,25,White,Female,Private,<=50K
3634,76,White,Female,Private,<=50K
3635,41,White,Male,Private,<=50K
3636,26,Other,Male,Private,<=50K
3637,45,Asian-Pac-Islander,Male,Private,<=50K
3638,32,White,Female,Private,<=50K
3639,22,White,Male,Private,<=50K
3640,39,White,Male,Private,>50K
3641,63,White,Male,Self-emp-not-inc,<=50K
3642,23,White,Female,Private,<=50K
3643,61,White,Male,Private,<=50K
3644,31,White,Male,State-gov,<=50K
3645,25,White,Male,Private,<=50K
