id,DAYS_BIRTH,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,prediction
501,-14867,Drivers,Commercial associate,Higher education,1.0
502,-23187,"",Pensioner,Secondary / secondary special,0.0
503,-23187,"",Pensioner,Secondary / secondary special,0.0
504,-23187,"",Pensioner,Secondary / secondary special,0.0
505,-23187,"",Pensioner,Secondary / secondary special,0.0
506,-23187,"",Pensioner,Secondary / secondary special,0.0
507,-23187,"",Pensioner,Secondary / secondary special,0.0
508,-23187,"",Pensioner,Secondary / secondary special,0.0
509,-23187,"",Pensioner,Secondary / secondary special,0.0
510,-11281,Core staff,Working,Higher education,1.0
511,-11281,Core staff,Working,Higher education,1.0
512,-11281,Core staff,Working,Higher education,1.0
513,-9430,Sales staff,Working,Secondary / secondary special,1.0
514,-9430,Sales staff,Working,Secondary / secondary special,1.0
515,-9430,Sales staff,Working,Secondary / secondary special,1.0
516,-9430,Sales staff,Working,Secondary / secondary special,1.0
517,-9430,Sales staff,Working,Secondary / secondary special,1.0
518,-14718,Managers,State servant,Higher education,1.0
519,-14718,Managers,State servant,Higher education,1.0
520,-14718,Managers,State servant,Higher education,1.0
521,-14718,Managers,State servant,Higher education,1.0
522,-11042,Core staff,State servant,Higher education,1.0
523,-11042,Core staff,State servant,Higher education,1.0
524,-11042,Core staff,State servant,Higher education,1.0
525,-11042,Core staff,State servant,Higher education,1.0
526,-11042,Core staff,State servant,Higher education,1.0
527,-11042,Core staff,State servant,Higher education,1.0
528,-11042,Core staff,State servant,Higher education,1.0
529,-11042,Core staff,State servant,Higher education,1.0
530,-12506,Accountants,Working,Higher education,0.0
531,-12506,Accountants,Working,Higher education,0.0
532,-12506,Accountants,Working,Higher education,0.0
533,-12506,Accountants,Working,Higher education,0.0
534,-12506,Accountants,Working,Higher education,0.0
535,-12506,Accountants,Working,Higher education,0.0
536,-20604,Security staff,Commercial associate,Secondary / secondary special,1.0
537,-20604,Security staff,Commercial associate,Secondary / secondary special,1.0
538,-10331,Core staff,Commercial associate,Higher education,1.0
539,-10331,Core staff,Commercial associate,Higher education,1.0
540,-13923,Drivers,Working,Incomplete higher,1.0
541,-13923,Drivers,Working,Incomplete higher,1.0
542,-13923,Drivers,Working,Incomplete higher,1.0
543,-13923,Drivers,Working,Incomplete higher,1.0
544,-13923,Drivers,Working,Incomplete higher,1.0
545,-19304,Core staff,Working,Secondary / secondary special,1.0
546,-19304,Core staff,Working,Secondary / secondary special,1.0
547,-19304,Core staff,Working,Secondary / secondary special,1.0
548,-19304,Core staff,Working,Secondary / secondary special,1.0
549,-19304,Core staff,Working,Secondary / secondary special,1.0
550,-19304,Core staff,Working,Secondary / secondary special,1.0
551,-19304,Core staff,Working,Secondary / secondary special,1.0
552,-19304,Core staff,Working,Secondary / secondary special,1.0
553,-19304,Core staff,Working,Secondary / secondary special,1.0
554,-19569,Security staff,Working,Secondary / secondary special,0.0
555,-8182,Cooking staff,Working,Secondary / secondary special,1.0
556,-8182,Cooking staff,Working,Secondary / secondary special,1.0
557,-19944,"",Pensioner,Secondary / secondary special,0.0
558,-19944,"",Pensioner,Secondary / secondary special,0.0
559,-8657,Laborers,Working,Secondary / secondary special,1.0
560,-8657,Laborers,Working,Secondary / secondary special,1.0
561,-14835,Drivers,State servant,Higher education,1.0
562,-14835,Drivers,State servant,Higher education,1.0
563,-19940,"",Pensioner,Secondary / secondary special,0.0
564,-19940,"",Pensioner,Secondary / secondary special,0.0
565,-23480,"",Pensioner,Secondary / secondary special,0.0
566,-23480,"",Pensioner,Secondary / secondary special,0.0
567,-23480,"",Pensioner,Secondary / secondary special,0.0
568,-23480,"",Pensioner,Secondary / secondary special,0.0
569,-23480,"",Pensioner,Secondary / secondary special,0.0
570,-9489,"",State servant,Secondary / secondary special,0.0
571,-9489,"",State servant,Secondary / secondary special,0.0
572,-9489,"",State servant,Secondary / secondary special,0.0
573,-9489,"",State servant,Secondary / secondary special,0.0
574,-9489,"",State servant,Secondary / secondary special,0.0
575,-13855,"",Commercial associate,Incomplete higher,1.0
576,-13855,"",Commercial associate,Incomplete higher,1.0
577,-14435,Drivers,Working,Secondary / secondary special,1.0
578,-14435,Drivers,Working,Secondary / secondary special,1.0
579,-14435,Drivers,Working,Secondary / secondary special,1.0
580,-17274,Laborers,State servant,Higher education,1.0
581,-17274,Laborers,State servant,Higher education,1.0
582,-17274,Laborers,State servant,Higher education,1.0
583,-17274,Laborers,State servant,Higher education,1.0
584,-17274,Laborers,State servant,Higher education,1.0
585,-17274,Laborers,State servant,Higher education,1.0
586,-17274,Laborers,State servant,Higher education,1.0
587,-17274,Laborers,State servant,Higher education,1.0
588,-17274,Laborers,State servant,Higher education,1.0
589,-17274,Laborers,State servant,Higher education,1.0
590,-17274,Laborers,State servant,Higher education,1.0
591,-19702,"",Working,Secondary / secondary special,0.0
592,-19702,"",Working,Secondary / secondary special,0.0
593,-19702,"",Working,Secondary / secondary special,0.0
594,-19702,"",Working,Secondary / secondary special,0.0
595,-19702,"",Working,Secondary / secondary special,0.0
596,-19702,"",Working,Secondary / secondary special,0.0
597,-19702,"",Working,Secondary / secondary special,0.0
598,-19702,"",Working,Secondary / secondary special,0.0
599,-19702,"",Working,Secondary / secondary special,0.0
600,-19702,"",Working,Secondary / secondary special,0.0
601,-13241,"",Commercial associate,Higher education,0.0
602,-13241,"",Commercial associate,Higher education,0.0
603,-13241,"",Commercial associate,Higher education,0.0
604,-13241,"",Commercial associate,Higher education,0.0
605,-13241,"",Commercial associate,Higher education,0.0
606,-12130,Cooking staff,Working,Secondary / secondary special,1.0
607,-12130,Cooking staff,Working,Secondary / secondary special,1.0
608,-12130,Cooking staff,Working,Secondary / secondary special,1.0
609,-9736,"",Working,Secondary / secondary special,0.0
610,-9736,"",Working,Secondary / secondary special,0.0
611,-9736,"",Working,Secondary / secondary special,0.0
612,-16196,Laborers,Commercial associate,Secondary / secondary special,1.0
613,-16196,Laborers,Commercial associate,Secondary / secondary special,1.0
614,-16196,Laborers,Commercial associate,Secondary / secondary special,1.0
615,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
616,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
617,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
618,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
619,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
620,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
621,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
622,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
623,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
624,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
625,-11706,Drivers,Commercial associate,Secondary / secondary special,0.0
626,-16100,Core staff,Working,Higher education,1.0
627,-16100,Core staff,Working,Higher education,1.0
628,-16100,Core staff,Working,Higher education,1.0
629,-16100,Core staff,Working,Higher education,1.0
630,-16100,Core staff,Working,Higher education,1.0
631,-16888,Core staff,Working,Incomplete higher,1.0
632,-16888,Core staff,Working,Incomplete higher,1.0
633,-16888,Core staff,Working,Incomplete higher,1.0
634,-16888,Core staff,Working,Incomplete higher,1.0
635,-16888,Core staff,Working,Incomplete higher,1.0
636,-16888,Core staff,Working,Incomplete higher,1.0
637,-16888,Core staff,Working,Incomplete higher,1.0
638,-12463,Laborers,Working,Incomplete higher,1.0
639,-12463,Laborers,Working,Incomplete higher,1.0
640,-12463,Laborers,Working,Incomplete higher,1.0
641,-12463,Laborers,Working,Incomplete higher,1.0
642,-11998,Laborers,Working,Secondary / secondary special,1.0
643,-11998,Laborers,Working,Secondary / secondary special,1.0
644,-13590,"",Commercial associate,Secondary / secondary special,0.0
645,-13590,"",Commercial associate,Secondary / secondary special,0.0
646,-13590,"",Commercial associate,Secondary / secondary special,0.0
647,-13590,"",Commercial associate,Secondary / secondary special,0.0
648,-13590,"",Commercial associate,Secondary / secondary special,0.0
649,-13590,"",Commercial associate,Secondary / secondary special,0.0
650,-13590,"",Commercial associate,Secondary / secondary special,0.0
651,-13590,"",Commercial associate,Secondary / secondary special,0.0
652,-13590,"",Commercial associate,Secondary / secondary special,0.0
653,-13590,"",Commercial associate,Secondary / secondary special,0.0
654,-15455,Laborers,Working,Secondary / secondary special,1.0
655,-15527,Sales staff,Commercial associate,Secondary / secondary special,1.0
656,-15527,Sales staff,Commercial associate,Secondary / secondary special,1.0
657,-15527,Sales staff,Commercial associate,Secondary / secondary special,1.0
658,-15527,Sales staff,Commercial associate,Secondary / secondary special,1.0
659,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
660,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
661,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
662,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
663,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
664,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
665,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
666,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
667,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
668,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
669,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
670,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
671,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
672,-18813,Laborers,Commercial associate,Secondary / secondary special,1.0
673,-20302,"",Pensioner,Secondary / secondary special,0.0
674,-20302,"",Pensioner,Secondary / secondary special,0.0
675,-20302,"",Pensioner,Secondary / secondary special,0.0
676,-20302,"",Pensioner,Secondary / secondary special,0.0
677,-15153,Laborers,Working,Secondary / secondary special,1.0
678,-15153,Laborers,Working,Secondary / secondary special,1.0
679,-15153,Laborers,Working,Secondary / secondary special,1.0
680,-15153,Laborers,Working,Secondary / secondary special,1.0
681,-15153,Laborers,Working,Secondary / secondary special,1.0
682,-15153,Laborers,Working,Secondary / secondary special,1.0
683,-15153,Laborers,Working,Secondary / secondary special,1.0
684,-15153,Laborers,Working,Secondary / secondary special,1.0
685,-15153,Laborers,Working,Secondary / secondary special,1.0
686,-15153,Laborers,Working,Secondary / secondary special,1.0
687,-17074,Accountants,Working,Secondary / secondary special,1.0
688,-17074,Accountants,Working,Secondary / secondary special,1.0
689,-17074,Accountants,Working,Secondary / secondary special,1.0
690,-21316,"",Pensioner,Secondary / secondary special,0.0
691,-21316,"",Pensioner,Secondary / secondary special,0.0
692,-21316,"",Pensioner,Secondary / secondary special,0.0
693,-21316,"",Pensioner,Secondary / secondary special,0.0
694,-21316,"",Pensioner,Secondary / secondary special,0.0
695,-11682,Sales staff,Working,Secondary / secondary special,1.0
696,-11682,Sales staff,Working,Secondary / secondary special,1.0
697,-11682,Sales staff,Working,Secondary / secondary special,1.0
698,-14374,Sales staff,Working,Secondary / secondary special,1.0
699,-14374,Sales staff,Working,Secondary / secondary special,1.0
700,-8488,"",Working,Secondary / secondary special,0.0
701,-8488,"",Working,Secondary / secondary special,0.0
702,-23532,"",Pensioner,Secondary / secondary special,0.0
703,-23532,"",Pensioner,Secondary / secondary special,0.0
704,-17383,Core staff,Working,Secondary / secondary special,1.0
705,-17383,Core staff,Working,Secondary / secondary special,1.0
706,-17383,Core staff,Working,Secondary / secondary special,1.0
707,-17383,Core staff,Working,Secondary / secondary special,1.0
708,-17383,Core staff,Working,Secondary / secondary special,1.0
709,-17383,Core staff,Working,Secondary / secondary special,1.0
710,-13455,Sales staff,Commercial associate,Higher education,1.0
711,-13455,Sales staff,Commercial associate,Higher education,1.0
712,-12872,Sales staff,Working,Secondary / secondary special,1.0
713,-12872,Sales staff,Working,Secondary / secondary special,1.0
714,-12872,Sales staff,Working,Secondary / secondary special,1.0
715,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
716,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
717,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
718,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
719,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
720,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
721,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
722,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
723,-12277,High skill tech staff,Working,Secondary / secondary special,0.0
