id,age,race,sex,workclass,income,prediction
681,29,White,Male,Local-gov,<=50K,0
682,37,White,Male,Private,>50K,1
683,34,White,Male,Self-emp-not-inc,>50K,1
684,23,Black,Male,Local-gov,<=50K,1
685,18,White,Female,State-gov,<=50K,1
686,34,White,Female,Private,<=50K,0
687,66,White,Male,?,<=50K,1
688,45,White,Female,Local-gov,<=50K,1
689,41,White,Male,Private,<=50K,0
690,26,White,Male,Private,<=50K,1
691,54,White,Male,Local-gov,<=50K,0
692,24,Black,Female,Private,<=50K,0
693,42,White,Male,Private,<=50K,1
694,20,White,Male,Private,<=50K,1
695,23,White,Female,State-gov,<=50K,1
696,25,White,Male,?,<=50K,1
697,35,White,Male,Private,>50K,0
698,31,White,Male,Private,>50K,1
699,30,White,Female,Private,<=50K,1
700,19,White,Female,Private,<=50K,1
701,36,White,Male,Local-gov,<=50K,1
702,31,White,Female,Private,<=50K,0
703,21,White,Male,Private,<=50K,0
704,31,White,Male,Self-emp-not-inc,<=50K,1
705,46,White,Female,Private,>50K,1
706,44,White,Female,Private,>50K,0
707,40,Black,Male,Private,<=50K,0
708,45,Black,Male,Private,<=50K,1
709,60,White,Male,Private,<=50K,1
710,18,White,Male,Private,<=50K,0
711,28,White,Male,Private,<=50K,1
712,36,Black,Female,Private,<=50K,1
713,36,White,Male,Private,<=50K,0
714,40,White,Male,Private,<=50K,0
715,36,White,Female,Local-gov,<=50K,1
716,31,Black,Female,Private,<=50K,0
717,33,White,Male,Private,<=50K,0
718,19,White,Female,State-gov,<=50K,0
719,22,White,Female,Private,<=50K,1
720,34,White,Male,Private,>50K,0
721,33,White,Male,Private,<=50K,0
722,41,White,Male,Private,<=50K,1
723,29,White,Male,Private,<=50K,1
724,50,White,Male,Local-gov,>50K,0
725,42,White,Male,Private,>50K,0
726,43,White,Male,Private,>50K,1
727,44,White,Female,Private,<=50K,0
728,20,White,Female,Private,<=50K,0
729,31,White,Male,Private,<=50K,0
730,65,White,Male,Self-emp-not-inc,>50K,1
731,23,White,Female,Private,<=50K,0
732,55,Asian-Pac-Islander,Female,Private,<=50K,0
733,26,White,Male,Private,<=50K,1
734,25,White,Female,Private,<=50K,1
735,45,Black,Female,?,<=50K,0
736,35,White,Male,Private,<=50K,0
737,36,Black,Female,Private,<=50K,1
738,43,White,Male,State-gov,<=50K,1
739,56,Black,Female,Private,<=50K,0
740,42,White,Male,Private,>50K,1
741,19,White,Female,Private,<=50K,1
742,55,White,Male,Self-emp-not-inc,<=50K,0
743,42,White,Female,Private,>50K,0
744,26,White,Male,Private,<=50K,1
745,17,White,Male,Private,<=50K,1
746,42,White,Female,Local-gov,>50K,0
747,55,White,Male,Private,>50K,0
748,32,Black,Female,Private,<=50K,1
749,29,Black,Male,Private,<=50K,1
750,46,White,Male,State-gov,<=50K,0
751,29,White,Male,State-gov,>50K,0
752,22,White,Male,Private,<=50K,1
753,58,White,Male,Self-emp-not-inc,<=50K,1
754,23,White,Male,Private,<=50K,0
755,39,White,Male,Private,<=50K,1
756,27,White,Male,Private,<=50K,1
757,54,White,Male,Private,>50K,1
758,33,White,Female,Local-gov,<=50K,0
759,46,White,Female,Federal-gov,>50K,1
760,37,Black,Male,Private,<=50K,1
761,36,White,Female,Private,<=50K,0
762,59,White,Female,Local-gov,>50K,0
763,34,White,Male,Local-gov,<=50K,1
764,53,White,Male,Self-emp-inc,>50K,1
765,51,White,Male,Private,>50K,0
766,32,White,Female,Private,<=50K,1
767,31,White,Male,State-gov,<=50K,1
768,22,White,Female,Private,<=50K,0
769,47,White,Female,Self-emp-not-inc,<=50K,0
770,32,White,Male,Private,<=50K,0
771,26,White,Female,Private,<=50K,1
772,37,White,Male,Private,<=50K,0
773,31,White,Male,Private,<=50K,0
774,37,White,Female,Private,>50K,1
775,55,White,Male,Private,<=50K,1
776,23,White,Male,Local-gov,<=50K,0
777,36,White,Female,Private,<=50K,0
778,34,White,Male,Private,<=50K,1
779,43,White,Male,Private,>50K,1
780,54,White,Male,Private,<=50K,1
781,43,White,Male,State-gov,<=50K,0
782,28,White,Female,Private,<=50K,1
783,40,White,Male,Private,>50K,0
784,41,White,Male,Self-emp-not-inc,<=50K,0
785,40,Other,Female,Private,>50K,1
786,42,Black,Female,Private,<=50K,1
787,61,White,Male,Self-emp-not-inc,<=50K,0
788,18,White,Male,Private,<=50K,1
789,59,White,Male,?,<=50K,1
790,21,White,Female,?,<=50K,1
791,48,White,Male,Private,>50K,1
792,41,White,Male,Self-emp-inc,<=50K,0
793,18,White,Male,?,<=50K,1
794,23,White,Female,Private,<=50K,0
795,60,White,Male,Private,>50K,1
796,22,Black,Male,Private,<=50K,1
797,61,White,Male,Private,<=50K,1
798,25,Black,Male,Private,<=50K,0
799,46,White,Male,Private,>50K,1
800,43,White,Male,Private,>50K,1
801,43,White,Male,Private,<=50K,0
802,24,Black,Male,Private,<=50K,0
803,68,White,Male,Self-emp-not-inc,<=50K,1
804,31,White,Female,Private,<=50K,1
805,17,White,Female,Private,<=50K,0
806,32,White,Male,Private,>50K,0
807,50,White,Male,?,<=50K,1
808,33,White,Male,Private,>50K,1
809,64,White,Male,Private,>50K,1
810,20,White,Male,Private,<=50K,1
811,30,White,Female,Private,<=50K,1
812,22,Black,Male,?,<=50K,0
813,43,White,Male,Private,<=50K,0
814,22,White,Male,Private,<=50K,1
815,17,White,Male,Private,<=50K,1
816,47,White,Female,Self-emp-not-inc,<=50K,0
817,41,White,Female,Private,<=50K,0
818,56,White,Male,Private,>50K,1
819,64,White,Male,Private,<=50K,1
820,47,White,Male,Private,>50K,1
821,48,White,Male,Private,<=50K,0
822,31,White,Female,Private,<=50K,0
823,29,White,Male,Private,<=50K,1
824,30,White,Female,Private,<=50K,1
825,32,White,Male,Private,<=50K,0
826,57,White,Male,Private,>50K,0
827,62,White,Female,Private,<=50K,1
828,39,White,Female,Private,<=50K,1
829,43,White,Male,Private,<=50K,0
830,24,White,Male,Self-emp-inc,<=50K,1
831,42,White,Male,?,<=50K,1
832,53,White,Female,Private,>50K,0
833,26,White,Male,Private,<=50K,0
834,73,White,Male,Self-emp-not-inc,<=50K,1
835,72,White,Female,?,<=50K,1
836,55,White,Male,Private,<=50K,0
837,25,White,Male,Private,<=50K,0
838,41,White,Female,Private,>50K,1
839,24,White,Male,Private,<=50K,1
840,63,White,Male,Private,<=50K,0
841,17,White,Male,Private,<=50K,1
842,35,White,Male,Private,<=50K,1
843,51,White,Male,Private,>50K,0
844,62,White,Female,Local-gov,<=50K,0
845,55,White,Male,Private,>50K,1
846,43,White,Male,Private,<=50K,1
847,40,White,Female,Local-gov,<=50K,0
848,37,White,Male,Private,>50K,0
849,39,White,Male,Private,<=50K,1
850,31,White,Male,Private,<=50K,0
851,61,White,Female,Private,>50K,0
852,26,White,Female,Private,<=50K,1
853,46,White,Male,Self-emp-not-inc,<=50K,1
854,26,White,Female,Private,<=50K,0
855,48,White,Male,State-gov,>50K,0
856,34,White,Male,Private,<=50K,1
857,34,White,Female,Local-gov,<=50K,1
858,59,White,Male,Private,>50K,0
859,34,White,Female,Private,<=50K,0
860,49,White,Female,Private,>50K,1
861,18,White,Female,Private,<=50K,0
862,43,White,Male,Private,<=50K,0
863,48,White,Male,Private,<=50K,1
864,28,White,Male,Self-emp-inc,<=50K,1
865,33,White,Male,Private,<=50K,0
866,24,White,Female,Private,<=50K,0
867,21,White,Male,Private,<=50K,1
868,17,White,Male,Private,<=50K,1
869,39,White,Male,Private,>50K,0
870,29,White,Male,Self-emp-not-inc,<=50K,0
871,44,White,Male,Private,>50K,1
872,24,White,Male,Private,<=50K,1
873,71,White,Male,Self-emp-not-inc,>50K,0
874,51,Asian-Pac-Islander,Male,Self-emp-not-inc,>50K,0
875,55,Black,Male,Private,<=50K,1
876,41,White,Male,Private,>50K,1
877,23,Black,Female,Private,<=50K,0
878,38,White,Female,Private,<=50K,1
879,39,White,Male,Private,>50K,1
880,19,White,Female,Private,<=50K,1
881,49,White,Female,Private,<=50K,0
882,32,White,Male,Private,>50K,1
883,27,White,Male,Private,<=50K,1
884,38,White,Male,Private,>50K,0
885,33,White,Female,Private,<=50K,0
886,63,White,Male,?,<=50K,1
887,23,White,Male,Private,<=50K,1
888,33,White,Male,Self-emp-inc,<=50K,0
889,54,Black,Male,Self-emp-not-inc,<=50K,0
890,29,White,Female,Private,<=50K,0
891,48,Black,Female,?,<=50K,1
892,35,White,Male,Self-emp-not-inc,<=50K,0
893,28,Asian-Pac-Islander,Female,Private,<=50K,1
894,37,White,Male,Private,>50K,1
895,42,White,Male,Self-emp-not-inc,>50K,0
896,40,White,Male,Private,<=50K,0
897,47,White,Male,Private,<=50K,1
898,22,White,Female,Private,<=50K,1
899,30,White,Male,Private,>50K,0
900,28,White,Male,Private,<=50K,0
901,63,White,Male,Local-gov,<=50K,1
902,51,White,Male,Self-emp-not-inc,<=50K,1
903,22,White,Female,Private,<=50K,0
904,27,Amer-Indian-Eskimo,Male,?,<=50K,0
905,35,White,Male,Private,<=50K,1
906,46,White,Female,Private,<=50K,1
907,37,White,Male,Private,<=50K,0
908,24,Black,Male,Private,<=50K,0
909,37,White,Male,Self-emp-not-inc,<=50K,0
910,53,White,Male,Private,<=50K,0
911,27,White,Male,Private,<=50K,1
912,38,White,Male,Private,<=50K,1
913,53,White,Male,Self-emp-not-inc,<=50K,0
914,34,White,Male,Private,<=50K,0
915,23,Black,Male,Private,<=50K,1
916,39,White,Male,Private,>50K,1
917,43,Asian-Pac-Islander,Female,Private,<=50K,0
918,67,Asian-Pac-Islander,Male,Self-emp-inc,>50K,0
919,81,White,Male,Self-emp-not-inc,<=50K,0
920,21,White,Male,Private,<=50K,0
921,23,White,Male,Private,<=50K,0
922,25,White,Male,Private,<=50K,1
923,42,White,Female,Private,<=50K,1
924,38,Black,Female,Private,<=50K,0
925,64,White,Male,?,<=50K,0
926,32,White,Male,Private,<=50K,1
927,37,White,Male,Private,<=50K,1
928,51,White,Male,Private,>50K,0
929,22,White,Female,Private,<=50K,0
930,33,White,Female,Private,<=50K,1
931,42,White,Male,Private,<=50K,0
932,19,White,Female,?,<=50K,0
933,51,White,Male,Local-gov,<=50K,1
934,23,White,Female,Private,<=50K,1
935,37,White,Male,Private,>50K,0
936,37,White,Male,Private,>50K,0
937,47,White,Female,Private,<=50K,1
938,41,White,Male,Private,>50K,1
939,33,White,Male,Private,<=50K,0
940,31,White,Male,Private,>50K,0
941,31,Amer-Indian-Eskimo,Female,Private,<=50K,0
942,35,Black,Male,Private,<=50K,1
943,38,White,Male,Self-emp-inc,>50K,1
944,18,White,Female,Private,<=50K,0
945,20,White,Male,Private,<=50K,0
946,54,Black,Female,Local-gov,<=50K,1
947,40,White,Female,Private,<=50K,1
948,36,White,Female,Self-emp-inc,>50K,0
949,43,White,Male,Private,<=50K,0
950,44,White,Male,Self-emp-not-inc,<=50K,1
951,44,White,Female,State-gov,>50K,0
952,43,White,Male,Private,>50K,0
953,51,Black,Female,Private,<=50K,1
954,18,White,Female,Private,<=50K,1
955,51,White,Male,Private,<=50K,0
956,41,White,Male,Private,<=50K,0
957,44,White,Male,Self-emp-inc,>50K,1
958,33,White,Male,Local-gov,<=50K,1
959,33,White,Male,Self-emp-not-inc,>50K,0
960,42,White,Male,Private,>50K,1
961,25,White,Male,Private,<=50K,1
962,32,White,Female,Private,<=50K,0
963,32,White,Male,Private,<=50K,0
964,36,White,Female,Private,<=50K,1
965,28,White,Male,Private,<=50K,1
966,20,White,Female,Private,<=50K,0
967,35,White,Male,Self-emp-inc,>50K,0
968,55,White,Male,Self-emp-not-inc,<=50K,1
969,48,Asian-Pac-Islander,Male,Private,>50K,1
970,36,White,Female,?,<=50K,0
971,34,White,Male,Private,>50K,1
972,28,White,Female,Private,<=50K,1
973,67,White,Male,Private,>50K,0
974,37,White,Male,Private,<=50K,0
975,44,White,Male,Private,<=50K,1
976,25,White,Female,Private,<=50K,1
977,21,White,Female,Private,<=50K,0
978,40,White,Male,State-gov,>50K,0
979,78,Black,Female,Private,<=50K,1
980,34,White,Male,Private,<=50K,0
981,49,White,Female,Private,<=50K,0
982,22,White,Female,Private,<=50K,1
983,23,Black,Female,?,<=50K,1
984,60,White,Male,Self-emp-not-inc,<=50K,0
985,45,White,Male,Local-gov,>50K,0
986,63,White,Female,Private,<=50K,1
987,41,Black,Female,Private,<=50K,1
988,47,White,Female,Private,<=50K,0
989,44,White,Male,Private,<=50K,0
990,51,White,Female,Private,<=50K,0
991,46,White,Male,Private,<=50K,1
992,41,White,Male,Private,<=50K,0
993,50,White,Male,Self-emp-not-inc,<=50K,0
994,47,White,Male,Private,>50K,1
995,35,White,Male,Private,<=50K,1
996,56,White,Male,Private,>50K,0
997,45,White,Male,Private,<=50K,0
998,48,White,Male,Federal-gov,>50K,1
999,40,White,Male,Private,<=50K,1
1000,39,White,Male,Self-emp-inc,>50K,1
1001,20,White,Male,Private,<=50K,0
1002,50,White,Male,Private,>50K,0
1003,38,White,Female,State-gov,>50K,0
1004,23,White,Female,Local-gov,<=50K,1
1005,31,White,Male,Private,<=50K,1
1006,58,White,Male,Private,<=50K,0
1007,66,Black,Male,Private,<=50K,1
1008,39,White,Male,Self-emp-inc,>50K,1
1009,54,White,Male,Self-emp-not-inc,>50K,1
1010,26,White,Male,Private,<=50K,1
1011,51,White,Female,Private,<=50K,1
1012,34,White,Male,Private,<=50K,0
1013,50,White,Male,Private,>50K,0
1014,42,White,Male,Private,>50K,1
1015,38,White,Male,Private,<=50K,1
1016,48,White,Male,Private,<=50K,1
1017,33,White,Female,Private,>50K,0
1018,51,White,Female,Private,<=50K,1
1019,22,White,Male,Private,<=50K,1
1020,19,White,Male,?,<=50K,0
1021,41,White,Male,Private,<=50K,1
1022,48,White,Male,Local-gov,>50K,1
1023,42,White,Female,Private,<=50K,0
1024,34,White,Male,Private,<=50K,0
1025,23,Black,Female,Private,<=50K,1
1026,56,White,Male,Private,<=50K,1
1027,30,Black,Male,Private,<=50K,0
1028,45,White,Male,Private,>50K,0
1029,48,White,Female,Private,<=50K,1
1030,48,Asian-Pac-Islander,Male,Self-emp-inc,<=50K,0
1031,31,White,Female,Private,<=50K,0
1032,20,White,Male,State-gov,<=50K,1
1033,27,White,Male,Private,<=50K,1
1034,32,Black,Female,Private,<=50K,0
1035,76,White,Male,?,<=50K,0
1036,19,White,Male,?,<=50K,0
1037,66,White,Male,Self-emp-inc,<=50K,1
1038,37,White,Male,Private,<=50K,1
1039,34,Black,Female,Private,<=50K,0
1040,34,White,Female,?,<=50K,1
1041,90,White,Female,Private,<=50K,0
1042,23,Black,Female,Private,<=50K,0
1043,43,White,Female,Private,<=50K,1
1044,44,White,Male,Private,>50K,1
1045,24,White,Female,Private,<=50K,0
1046,28,White,Male,Private,<=50K,0
1047,64,White,Female,?,<=50K,1
1048,23,White,Male,Private,<=50K,1
1049,20,White,Female,Private,<=50K,1
1050,36,White,Male,Private,>50K,1
1051,61,White,Male,Private,<=50K,1
1052,53,White,Male,Self-emp-not-inc,>50K,0
1053,30,White,Male,Private,>50K,0
1054,52,White,Male,Self-emp-not-inc,>50K,1
1055,38,White,Male,Private,<=50K,1
1056,32,White,Male,Private,<=50K,0
1057,30,White,Male,Self-emp-not-inc,<=50K,0
1058,41,White,Female,Private,<=50K,1
1059,49,White,Male,Local-gov,>50K,1
1060,45,White,Male,Private,>50K,0
1061,43,White,Male,Self-emp-not-inc,<=50K,1
1062,61,White,Male,Private,<=50K,1
1063,54,White,Male,Private,<=50K,0
1064,34,White,Female,Private,<=50K,1
1065,49,White,Male,Private,>50K,1
1066,38,White,Male,Private,<=50K,0
1067,35,White,Male,Private,>50K,0
1068,36,White,Male,Private,<=50K,0
1069,30,White,Male,Private,<=50K,1
1070,36,White,Female,Private,<=50K,0
1071,22,White,Female,Local-gov,<=50K,0
1072,38,White,Male,Private,>50K,1
1073,37,White,Male,Private,>50K,1
1074,48,White,Female,State-gov,>50K,0
1075,17,White,Male,Private,<=50K,1
1076,19,White,Male,Self-emp-not-inc,<=50K,1
1077,27,Black,Female,Private,<=50K,0
1078,22,Asian-Pac-Islander,Male,Private,<=50K,0
1079,49,White,Male,Private,<=50K,0
1080,43,White,Female,State-gov,>50K,0
1081,43,White,Female,Private,<=50K,0
1082,19,White,Female,Local-gov,<=50K,0
1083,58,White,Male,Self-emp-not-inc,<=50K,1
1084,41,White,Male,Local-gov,>50K,1
1085,31,White,Male,Private,<=50K,0
1086,30,White,Male,Private,<=50K,0
1087,32,White,Male,Private,<=50K,1
1088,29,White,Male,Private,<=50K,1
1089,42,White,Male,Private,>50K,0
1090,38,White,Male,Private,<=50K,1
1091,41,White,Male,Federal-gov,>50K,0
1092,44,White,Male,Self-emp-not-inc,>50K,0
1093,31,Asian-Pac-Islander,Male,Private,<=50K,0
1094,34,White,Male,Private,<=50K,1
1095,21,White,Male,Private,<=50K,1
1096,22,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K,0
1097,62,White,Male,Private,<=50K,1
1098,19,White,Female,?,<=50K,1
1099,29,White,Female,Self-emp-inc,>50K,1
1100,43,White,Female,Private,<=50K,1
1101,68,White,Male,?,<=50K,0
1102,45,White,Male,Self-emp-inc,>50K,1
1103,39,White,Male,Self-emp-inc,<=50K,0
1104,41,Black,Male,Private,<=50K,0
1105,34,White,Female,Self-emp-not-inc,>50K,1
1106,34,White,Female,Local-gov,<=50K,1
1107,31,White,Male,Private,<=50K,0
1108,29,White,Male,Private,<=50K,0
1109,41,White,Male,Private,>50K,1
1110,41,White,Male,Private,<=50K,0
1111,35,White,Male,Self-emp-inc,>50K,1
1112,33,White,Female,Private,>50K,0
1113,37,White,Male,State-gov,<=50K,1
1114,69,White,Female,Private,<=50K,0
1115,34,White,Female,Private,<=50K,0
1116,60,White,Male,Self-emp-inc,>50K,1
1117,36,White,Male,Private,<=50K,1
1118,41,White,Male,Private,<=50K,0
1119,58,White,Female,Local-gov,>50K,1
1120,53,Asian-Pac-Islander,Male,Private,<=50K,0
1121,29,White,Male,Private,<=50K,0
1122,45,White,Female,Federal-gov,<=50K,1
1123,34,White,Male,State-gov,<=50K,0
1124,36,White,Male,Private,<=50K,1
1125,48,Black,Female,Private,<=50K,0
1126,20,White,Female,Private,<=50K,0
1127,35,White,Male,Private,>50K,1
1128,63,Black,Male,Federal-gov,<=50K,1
1129,41,White,Male,Self-emp-not-inc,<=50K,0
1130,28,White,Male,Private,<=50K,1
1131,30,Black,Female,Private,<=50K,0
1132,34,White,Female,?,<=50K,0
1133,31,White,Female,Private,<=50K,1
1134,37,White,Female,Private,<=50K,0
1135,42,White,Male,?,<=50K,1
1136,31,White,Male,Private,>50K,0
1137,46,White,Male,Self-emp-not-inc,>50K,0
1138,35,Black,Male,Federal-gov,>50K,1
1139,27,White,Male,Private,<=50K,1
1140,41,White,Male,Private,<=50K,1
1141,19,White,Female,Private,<=50K,1
1142,20,White,Male,Private,<=50K,0
1143,59,White,Female,Federal-gov,<=50K,0
1144,40,White,Male,Private,<=50K,1
1145,56,White,Male,Self-emp-not-inc,<=50K,0
1146,33,White,Male,Private,>50K,1
1147,30,White,Female,Self-emp-inc,<=50K,0
1148,46,White,Male,Private,<=50K,0
1149,61,White,Male,Self-emp-inc,>50K,1
1150,50,White,Male,Self-emp-inc,>50K,0
1151,25,White,Male,Private,<=50K,1
1152,40,White,Female,Private,<=50K,1
1153,24,White,Male,?,<=50K,0
1154,51,White,Male,Private,<=50K,0
1155,43,White,Male,State-gov,<=50K,1
1156,34,White,Male,Private,<=50K,0
1157,46,White,Male,Private,>50K,1
1158,28,White,Female,State-gov,>50K,0
1159,26,Asian-Pac-Islander,Male,Private,<=50K,1
1160,20,White,Male,Private,<=50K,0
1161,44,White,Male,Private,<=50K,0
1162,51,White,Male,Private,<=50K,1
1163,33,White,Male,Private,>50K,1
1164,54,White,Male,Private,>50K,0
1165,50,White,Female,Private,>50K,0
1166,33,Black,Female,Private,<=50K,1
1167,65,White,Male,Private,>50K,0
1168,22,White,Female,?,<=50K,1
1169,88,White,Male,Self-emp-not-inc,<=50K,0
1170,40,White,Male,Private,<=50K,0
1171,51,White,Female,Private,<=50K,0
1172,50,Black,Female,Private,<=50K,0
1173,25,White,Male,Private,>50K,1
1174,20,White,Male,Private,<=50K,1
1175,47,White,Male,Private,<=50K,0
1176,58,White,Male,?,>50K,0
1177,22,White,Female,Private,<=50K,1
1178,50,White,Male,State-gov,>50K,0
1179,47,White,Female,Private,<=50K,1
1180,24,Asian-Pac-Islander,Male,Local-gov,<=50K,1
1181,50,White,Male,?,>50K,0
1182,40,White,Female,Private,>50K,0
1183,36,White,Male,Private,<=50K,0
1184,32,White,Male,Private,<=50K,1
1185,44,White,Male,Private,<=50K,1
1186,51,White,Male,?,<=50K,0
1187,59,Black,Female,Federal-gov,<=50K,1
1188,65,White,Male,Private,<=50K,1
1189,24,White,Female,State-gov,<=50K,0
1190,27,White,Male,Local-gov,<=50K,1
1191,51,White,Male,Private,<=50K,1
1192,48,White,Male,Private,>50K,0
1193,39,White,Male,Private,<=50K,0
1194,28,White,Male,Private,<=50K,0
1195,19,White,Female,Private,<=50K,1
1196,49,Black,Female,Local-gov,<=50K,1
1197,51,White,Male,Local-gov,<=50K,0
1198,59,White,Male,Private,<=50K,0
1199,18,White,Female,Private,<=50K,1
1200,50,White,Male,Private,<=50K,1
1201,45,Black,Male,Federal-gov,>50K,0
1202,30,White,Male,Local-gov,>50K,0
1203,37,White,Male,Private,<=50K,1
1204,44,White,Male,Private,>50K,0
1205,33,Black,Male,Private,<=50K,0
1206,61,White,Male,Self-emp-inc,>50K,1
1207,61,White,Male,Local-gov,<=50K,1
1208,38,White,Male,Private,>50K,0
1209,22,White,Male,?,<=50K,0
1210,36,White,Male,Private,<=50K,0
1211,44,White,Male,Self-emp-inc,>50K,1
1212,37,White,Male,Private,<=50K,0
1213,31,White,Female,Private,<=50K,0
1214,54,White,Male,Private,>50K,1
1215,20,White,Male,Private,<=50K,0
1216,63,White,Female,?,>50K,0
1217,48,Amer-Indian-Eskimo,Male,Self-emp-not-inc,>50K,1
1218,33,Asian-Pac-Islander,Female,?,<=50K,1
1219,31,White,Male,Private,<=50K,0
1220,38,White,Male,Private,>50K,1
1221,45,White,Male,Self-emp-not-inc,>50K,0
1222,48,White,Male,Private,<=50K,1
1223,53,White,Male,Private,<=50K,0
1224,55,White,Female,Private,<=50K,0
1225,38,White,Male,Private,>50K,1
1226,29,White,Female,Private,<=50K,0
1227,36,White,Male,Private,>50K,0
1228,42,White,Male,Self-emp-not-inc,<=50K,1
1229,50,White,Female,Private,<=50K,1
1230,75,White,Male,Self-emp-not-inc,<=50K,1
1231,46,White,Male,Private,>50K,1
1232,52,White,Female,Federal-gov,<=50K,0
1233,27,White,Female,Private,<=50K,1
1234,43,White,Male,Private,<=50K,0
1235,31,Black,Female,Private,<=50K,0
1236,23,White,Female,Private,<=50K,1
1237,34,White,Female,Private,<=50K,0
1238,41,White,Female,Self-emp-not-inc,<=50K,0
1239,31,White,Female,Private,<=50K,1
1240,42,White,Female,Private,<=50K,0
1241,35,White,Male,Private,>50K,1
1242,55,White,Female,Private,<=50K,1
1243,36,White,Female,State-gov,<=50K,0
1244,65,White,Male,Self-emp-not-inc,>50K,1
1245,38,White,Male,Local-gov,<=50K,0
1246,62,White,Female,Private,<=50K,0
1247,54,White,Male,Self-emp-inc,>50K,1
1248,49,White,Male,Private,<=50K,0
1249,34,White,Female,Private,<=50K,0
1250,32,White,Female,Private,<=50K,0
1251,51,White,Male,Self-emp-inc,>50K,0
1252,48,White,Male,Self-emp-not-inc,<=50K,1
1253,30,White,Male,Private,<=50K,1
1254,52,White,Female,Federal-gov,<=50K,0
