id,age,race,sex,workclass,income,max_age,min_age,Cluster
2351,34,White,Female,Private,<=50K,34,34,Cluster 538
3559,24,White,Female,Local-gov,<=50K,24,24,Cluster 556
2429,41,White,Female,Private,<=50K,41,41,Cluster 559
552,36,White,Female,Self-emp-not-inc,<=50K,36,36,Cluster 569
1350,62,White,Male,?,<=50K,62,62,Cluster 587
4907,45,White,Female,Private,>50K,45,45,Cluster 600
3046,61,White,Male,Private,<=50K,61,61,Cluster 643
2824,18,White,Male,Local-gov,<=50K,18,18,Cluster 672
4225,18,White,Female,Private,<=50K,18,18,Cluster 685
2214,60,White,Male,?,>50K,60,60,Cluster 761
1953,30,Black,Male,Private,<=50K,30,30,Cluster 768
2312,42,White,Male,Private,>50K,42,42,Cluster 802
668,42,Black,Male,Private,>50K,42,42,Cluster 863
1597,33,White,Female,Local-gov,<=50K,33,33,Cluster 879
44,49,White,Female,Private,<=50K,49,49,Cluster 1009
1222,48,White,Male,Private,<=50K,48,48,Cluster 1051
145,70,White,Male,Private,<=50K,74,70,Cluster 1098
3495,25,White,Female,Private,>50K,25,25,Cluster 1111
173,51,White,Male,Private,>50K,51,51,Cluster 1140
1043,43,White,Female,Private,<=50K,43,43,Cluster 1234
3966,41,White,Female,Private,<=50K,41,41,Cluster 1293
1058,41,White,Female,Private,<=50K,41,41,Cluster 1299
2264,31,White,Male,Private,<=50K,31,31,Cluster 1348
3056,34,White,Male,Self-emp-not-inc,<=50K,34,34,Cluster 1458
3960,39,White,Male,Private,>50K,39,39,Cluster 1629
4001,63,White,Male,Private,<=50K,63,63,Cluster 53
3290,49,White,Male,Private,<=50K,49,49,Cluster 63
333,47,White,Male,Private,<=50K,47,47,Cluster 234
3037,71,White,Female,Local-gov,<=50K,71,71,Cluster 245
1097,62,White,Male,Private,<=50K,62,62,Cluster 444
4525,56,White,Male,Private,<=50K,56,56,Cluster 521
455,44,White,Female,Self-emp-not-inc,>50K,44,44,Cluster 527
3758,42,White,Female,Self-emp-not-inc,<=50K,42,42,Cluster 550
1296,26,White,Male,Private,<=50K,26,26,Cluster 612
1626,61,White,Male,Self-emp-not-inc,>50K,61,61,Cluster 708
246,56,White,Male,Private,<=50K,56,56,Cluster 926
2410,27,White,Male,Private,<=50K,27,27,Cluster 1177
4906,43,White,Female,Private,>50K,43,43,Cluster 1255
3914,48,White,Male,Private,<=50K,48,48,Cluster 1320
1460,41,White,Male,Self-emp-inc,>50K,41,41,Cluster 1325
4567,31,White,Male,Private,>50K,31,31,Cluster 1419
740,42,White,Male,Private,>50K,42,42,Cluster 1492
2456,37,White,Female,Private,<=50K,37,37,Cluster 1500
3377,35,Black,Male,Self-emp-not-inc,<=50K,35,35,Cluster 112
2846,50,White,Male,Private,>50K,50,50,Cluster 178
1131,30,Black,Female,Private,<=50K,30,30,Cluster 278
276,43,Black,Male,Private,<=50K,43,43,Cluster 321
4553,51,Black,Male,Private,<=50K,51,51,Cluster 481
3560,51,Black,Male,Private,>50K,51,51,Cluster 484
3227,58,White,Male,Local-gov,<=50K,58,58,Cluster 668
1427,45,White,Male,Self-emp-inc,>50K,45,45,Cluster 723
4270,22,White,Male,Private,<=50K,22,22,Cluster 862
1589,22,White,Female,Private,<=50K,22,22,Cluster 943
438,34,White,Female,Local-gov,<=50K,34,34,Cluster 967
4179,49,White,Male,Private,<=50K,49,49,Cluster 988
2140,46,White,Male,Private,>50K,46,46,Cluster 1155
414,46,White,Male,Private,>50K,46,46,Cluster 1168
3318,45,White,Male,Federal-gov,>50K,45,45,Cluster 1196
2650,28,White,Female,Private,<=50K,28,28,Cluster 1239
2346,29,White,Male,Private,>50K,29,29,Cluster 1265
3196,30,White,Male,Private,<=50K,30,30,Cluster 1306
2947,31,White,Female,Private,<=50K,31,31,Cluster 1354
2613,31,White,Male,State-gov,<=50K,31,31,Cluster 1419
4013,35,White,Male,Private,<=50K,35,35,Cluster 1501
536,39,White,Male,Local-gov,<=50K,39,39,Cluster 1564
638,33,White,Male,Private,>50K,33,33,Cluster 1575
3521,30,White,Male,Private,<=50K,30,29,Cluster 1603
3461,38,White,Male,Private,>50K,38,38,Cluster 1644
4183,67,White,Male,Private,>50K,67,67,Cluster 90
222,64,White,Male,?,<=50K,64,64,Cluster 129
4510,20,White,Female,Self-emp-inc,<=50K,20,20,Cluster 192
2233,45,Black,Male,Private,<=50K,45,45,Cluster 297
9,31,White,Female,Private,>50K,31,31,Cluster 299
4312,35,White,Male,Self-emp-not-inc,>50K,35,35,Cluster 359
4027,20,Black,Male,Private,<=50K,20,20,Cluster 372
1811,57,White,Male,Private,<=50K,57,57,Cluster 430
1263,69,White,Female,?,<=50K,69,69,Cluster 509
1010,26,White,Male,Private,<=50K,26,26,Cluster 605
1437,28,White,Male,Private,<=50K,28,28,Cluster 676
3799,30,White,Male,Private,<=50K,30,30,Cluster 759
541,44,White,Male,Private,<=50K,44,44,Cluster 763
2397,53,White,Female,Private,>50K,53,53,Cluster 814
3570,23,White,Female,Private,<=50K,23,23,Cluster 992
341,26,White,Male,Private,<=50K,26,26,Cluster 1162
4364,43,White,Male,Federal-gov,<=50K,43,43,Cluster 1257
3519,51,White,Male,Local-gov,>50K,51,51,Cluster 1315
41,31,White,Male,Private,<=50K,31,31,Cluster 1342
1051,61,White,Male,Private,<=50K,61,60,Cluster 1375
829,43,White,Male,Private,<=50K,43,43,Cluster 1408
4155,33,White,Male,Private,>50K,33,33,Cluster 1446
2973,35,White,Male,Private,<=50K,35,35,Cluster 1610
1325,39,White,Male,Private,>50K,41,39,Cluster 1617
1067,35,White,Male,Private,>50K,35,35,Cluster 1649
4110,90,White,Female,?,<=50K,90,90,Cluster 5
3097,22,Black,Female,?,<=50K,22,22,Cluster 154
2899,29,Asian-Pac-Islander,Male,Local-gov,<=50K,29,29,Cluster 269
2244,45,White,Male,Private,>50K,45,45,Cluster 274
647,31,White,Female,Local-gov,<=50K,31,31,Cluster 282
4266,32,White,Male,Private,>50K,32,32,Cluster 310
1166,33,Black,Female,Private,<=50K,33,33,Cluster 324
1668,35,White,Male,Private,<=50K,35,35,Cluster 363
1581,26,White,Male,Private,>50K,26,26,Cluster 427
1217,48,Amer-Indian-Eskimo,Male,Self-emp-not-inc,>50K,48,48,Cluster 469
1059,49,White,Male,Local-gov,>50K,49,49,Cluster 561
2137,61,White,Female,Private,<=50K,61,61,Cluster 610
3619,17,White,Male,Private,<=50K,17,17,Cluster 645
1651,19,White,Male,Private,<=50K,19,19,Cluster 730
1253,30,White,Male,Private,<=50K,30,30,Cluster 781
2904,42,White,Male,Private,<=50K,42,42,Cluster 806
4736,22,White,Male,Private,<=50K,22,22,Cluster 962
3697,23,White,Female,Private,<=50K,23,23,Cluster 1025
36,48,White,Male,Private,<=50K,48,48,Cluster 1042
1554,24,White,Female,Private,<=50K,24,24,Cluster 1067
3731,26,White,Female,Private,<=50K,26,26,Cluster 1146
3389,46,White,Male,Self-emp-not-inc,>50K,46,46,Cluster 1159
4636,28,White,Male,Private,<=50K,28,28,Cluster 1217
2298,31,White,Female,Private,<=50K,31,31,Cluster 1334
738,43,White,Male,State-gov,<=50K,43,43,Cluster 1357
4433,40,White,Male,Self-emp-not-inc,<=50K,40,40,Cluster 1394
2653,34,White,Male,Private,>50K,34,34,Cluster 1449
591,42,White,Male,?,<=50K,42,42,Cluster 1460
4232,38,White,Male,Self-emp-not-inc,<=50K,38,38,Cluster 1462
66,36,White,Male,Private,<=50K,36,36,Cluster 1631
4383,49,Black,Female,Private,<=50K,49,49,Cluster 185
1302,29,Black,Female,Private,<=50K,29,29,Cluster 263
1091,41,White,Male,Federal-gov,>50K,41,41,Cluster 390
1215,20,White,Male,Private,<=50K,20,20,Cluster 421
100,32,Black,Male,Federal-gov,<=50K,32,32,Cluster 436
1321,61,White,Female,Local-gov,<=50K,61,61,Cluster 455
4910,55,White,Female,Local-gov,<=50K,55,55,Cluster 530
187,41,White,Female,Self-emp-not-inc,<=50K,41,41,Cluster 558
3237,41,White,Male,Private,<=50K,41,41,Cluster 566
1492,26,White,Female,Private,<=50K,26,26,Cluster 595
1356,61,White,Male,Self-emp-not-inc,>50K,61,61,Cluster 732
1447,45,White,Male,Self-emp-not-inc,<=50K,45,45,Cluster 751
4656,19,White,Female,?,<=50K,19,19,Cluster 755
4406,45,White,Male,Private,>50K,45,45,Cluster 756
2059,19,White,Male,Private,<=50K,19,19,Cluster 788
4597,39,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K,39,39,Cluster 835
359,42,White,Female,Private,<=50K,42,42,Cluster 858
1851,21,White,Male,Private,<=50K,21,21,Cluster 885
1954,21,White,Male,Private,<=50K,21,21,Cluster 911
601,32,White,Male,Private,<=50K,32,32,Cluster 918
1248,49,White,Male,Private,<=50K,49,49,Cluster 993
3005,25,White,Female,Private,<=50K,25,25,Cluster 1085
3040,46,White,Male,Self-emp-not-inc,>50K,46,46,Cluster 1174
1638,28,White,Female,Private,<=50K,28,28,Cluster 1208
3133,43,White,Male,Private,<=50K,43,43,Cluster 1255
1250,32,White,Female,Private,<=50K,32,32,Cluster 1399
1022,48,White,Male,Local-gov,>50K,48,47,Cluster 1416
3647,39,White,Female,Private,<=50K,39,39,Cluster 1434
4976,29,White,Male,Private,<=50K,29,29,Cluster 1471
3176,36,White,Male,Private,>50K,36,36,Cluster 1534
2538,34,White,Male,Private,<=50K,34,34,Cluster 1539
4764,31,White,Male,Federal-gov,>50K,31,31,Cluster 16
4148,66,White,Male,?,<=50K,66,66,Cluster 408
132,24,White,Female,Private,<=50K,24,24,Cluster 440
4207,48,White,Female,Private,<=50K,48,48,Cluster 469
812,22,Black,Male,?,<=50K,22,22,Cluster 515
3113,24,White,Male,Private,<=50K,24,24,Cluster 548
4239,61,White,Male,Private,>50K,61,61,Cluster 694
4137,44,White,Male,Private,<=50K,44,44,Cluster 772
2729,19,White,Female,Private,<=50K,19,19,Cluster 788
1760,19,White,Female,Private,<=50K,19,19,Cluster 789
2428,20,White,Male,?,<=50K,20,20,Cluster 833
3748,32,White,Female,?,<=50K,32,32,Cluster 918
4715,22,White,Female,Private,<=50K,22,22,Cluster 956
2275,48,White,Male,Private,<=50K,48,48,Cluster 1035
3049,53,White,Male,Self-emp-not-inc,<=50K,53,53,Cluster 1073
3172,43,White,Male,Self-emp-not-inc,<=50K,43,43,Cluster 1258
4222,35,White,Female,Private,<=50K,35,35,Cluster 1476
1792,43,White,Male,Private,<=50K,43,43,Cluster 1536
4184,23,White,Male,Private,<=50K,26,23,Cluster 1555
4356,37,White,Male,Private,<=50K,37,37,Cluster 1647
1855,29,Black,Male,Self-emp-not-inc,<=50K,29,29,Cluster 3
2242,54,White,Male,Private,<=50K,54,54,Cluster 19
3592,19,White,Female,Private,<=50K,19,19,Cluster 305
1482,58,White,Male,Private,>50K,58,58,Cluster 339
398,20,White,Female,?,<=50K,20,20,Cluster 372
4693,55,White,Female,Self-emp-not-inc,>50K,55,55,Cluster 405
803,68,White,Male,Self-emp-not-inc,<=50K,68,68,Cluster 422
592,55,Asian-Pac-Islander,Female,?,<=50K,55,55,Cluster 442
1667,50,White,Male,Self-emp-inc,>50K,50,50,Cluster 446
3596,27,White,Female,Self-emp-inc,>50K,27,27,Cluster 449
4885,26,White,Female,?,<=50K,26,26,Cluster 618
1206,61,White,Male,Self-emp-inc,>50K,61,61,Cluster 713
4622,18,White,Male,?,<=50K,18,18,Cluster 715
27,19,White,Male,Private,<=50K,19,19,Cluster 738
84,59,White,Male,Private,<=50K,59,59,Cluster 787
2880,22,White,Male,Private,<=50K,22,22,Cluster 928
857,34,White,Female,Local-gov,<=50K,34,34,Cluster 973
1008,39,White,Male,Self-emp-inc,>50K,39,39,Cluster 998
3452,38,White,Female,Private,>50K,38,38,Cluster 1034
1893,26,White,Male,Private,<=50K,26,26,Cluster 1127
1186,51,White,Male,?,<=50K,51,51,Cluster 1153
1833,46,White,Male,Local-gov,<=50K,46,46,Cluster 1174
2623,42,Amer-Indian-Eskimo,Male,Private,<=50K,42,42,Cluster 1262
2415,44,White,Male,Private,>50K,44,44,Cluster 1340
4119,29,White,Male,Private,<=50K,29,29,Cluster 1393
2655,37,Asian-Pac-Islander,Male,Private,<=50K,37,37,Cluster 1474
717,33,White,Male,Private,<=50K,33,33,Cluster 1542
4704,33,White,Male,Private,<=50K,33,33,Cluster 1545
167,39,White,Male,Federal-gov,<=50K,39,39,Cluster 1620
3102,65,White,Male,Self-emp-inc,<=50K,65,65,Cluster 42
3575,68,White,Male,State-gov,>50K,68,68,Cluster 64
4261,46,White,Male,Private,<=50K,46,46,Cluster 77
4546,50,Black,Female,Private,>50K,50,50,Cluster 83
4450,56,White,Male,Private,<=50K,56,56,Cluster 91
4657,37,Black,Female,Local-gov,>50K,37,37,Cluster 122
4360,22,White,Female,Private,>50K,22,22,Cluster 125
2978,61,White,Male,Private,>50K,61,61,Cluster 220
53,47,White,Female,Private,>50K,47,47,Cluster 252
4026,44,White,Male,Private,<=50K,44,44,Cluster 294
2565,19,Black,Male,Private,<=50K,19,19,Cluster 301
3426,23,White,Male,Private,<=50K,23,23,Cluster 435
2201,65,White,Male,Private,<=50K,65,65,Cluster 486
687,66,White,Male,?,<=50K,66,66,Cluster 502
1348,17,White,Female,?,<=50K,17,17,Cluster 646
1764,28,Black,Male,Private,<=50K,28,28,Cluster 676
2989,29,White,Male,Private,<=50K,29,29,Cluster 725
2746,34,Black,Male,Private,<=50K,34,34,Cluster 945
3821,24,White,Male,Self-emp-not-inc,<=50K,24,24,Cluster 1048
4408,52,White,Male,Self-emp-inc,>50K,52,52,Cluster 1091
3413,41,White,Male,Private,<=50K,41,41,Cluster 1317
3646,33,White,Female,Private,<=50K,33,33,Cluster 1415
604,42,White,Male,Local-gov,<=50K,42,42,Cluster 1578
850,31,White,Male,Private,<=50K,31,31,Cluster 1609
4718,34,White,Male,Private,>50K,34,34,Cluster 1640
291,36,White,Male,Private,<=50K,36,36,Cluster 1662
1274,25,Black,Female,Private,<=50K,25,25,Cluster 219
170,66,White,Female,Local-gov,<=50K,66,66,Cluster 408
1669,52,White,Male,Private,<=50K,52,52,Cluster 432
1030,48,Asian-Pac-Islander,Male,Self-emp-inc,<=50K,48,48,Cluster 459
1475,22,White,Female,Private,<=50K,22,22,Cluster 497
4767,63,White,Male,?,<=50K,63,63,Cluster 581
4770,26,White,Female,State-gov,<=50K,26,26,Cluster 582
3129,26,White,Male,Private,<=50K,26,26,Cluster 616
4038,28,White,Female,Private,<=50K,28,28,Cluster 621
1075,17,White,Male,Private,<=50K,17,17,Cluster 622
4584,39,Asian-Pac-Islander,Female,Private,<=50K,39,39,Cluster 679
49,41,White,Male,State-gov,<=50K,41,41,Cluster 828
400,52,White,Male,Self-emp-inc,>50K,52,52,Cluster 840
4687,51,White,Male,Local-gov,<=50K,51,51,Cluster 898
1795,31,Black,Male,Private,<=50K,31,31,Cluster 904
4396,28,White,Male,Private,<=50K,28,28,Cluster 1239
1923,44,White,Male,Private,>50K,44,44,Cluster 1242
2038,50,White,Male,Private,<=50K,50,50,Cluster 1486
4338,33,Asian-Pac-Islander,Male,?,<=50K,33,33,Cluster 1575
1227,36,White,Male,Private,>50K,36,36,Cluster 1599
39,31,White,Male,Private,>50K,31,31,Cluster 1609
999,40,White,Male,Private,<=50K,41,39,Cluster 1617
4611,30,Asian-Pac-Islander,Male,Private,<=50K,30,30,Cluster 67
4680,21,White,Female,Private,<=50K,21,21,Cluster 93
3173,41,White,Male,State-gov,<=50K,41,41,Cluster 145
156,48,White,Male,Private,<=50K,48,48,Cluster 230
1699,44,White,Male,Private,<=50K,44,44,Cluster 306
762,59,White,Female,Local-gov,>50K,59,59,Cluster 307
3423,40,White,Female,Private,<=50K,40,40,Cluster 399
3694,70,White,Female,Private,<=50K,70,70,Cluster 483
3623,27,White,Female,Private,<=50K,27,27,Cluster 669
1907,45,White,Female,Local-gov,<=50K,45,45,Cluster 751
3950,45,White,Female,?,<=50K,45,45,Cluster 751
2309,53,White,Male,Private,>50K,53,53,Cluster 812
1717,42,White,Female,Private,<=50K,42,42,Cluster 846
3372,20,White,Male,?,<=50K,20,20,Cluster 857
3759,39,White,Male,Private,>50K,39,39,Cluster 916
11,37,Black,Male,Private,>50K,37,37,Cluster 933
3184,40,White,Female,Private,<=50K,40,40,Cluster 958
4572,34,White,Male,Private,>50K,34,34,Cluster 973
205,37,White,Female,State-gov,<=50K,37,37,Cluster 976
4862,48,White,Male,Private,<=50K,48,48,Cluster 1058
1441,50,White,Male,Self-emp-inc,<=50K,50,50,Cluster 1163
2617,27,White,Male,Private,<=50K,27,27,Cluster 1183
4889,43,White,Male,Private,>50K,43,43,Cluster 1236
3819,40,White,Male,Private,<=50K,40,40,Cluster 1365
2315,40,White,Female,Private,<=50K,40,40,Cluster 1391
510,39,White,Female,Private,<=50K,39,39,Cluster 1412
4666,35,White,Female,Private,<=50K,35,35,Cluster 1498
2577,32,White,Male,Self-emp-inc,>50K,32,32,Cluster 1518
4828,34,White,Male,Self-emp-inc,>50K,34,34,Cluster 1560
101,76,White,Male,Private,>50K,76,76,Cluster 27
2032,63,White,Female,Self-emp-not-inc,>50K,63,63,Cluster 176
941,31,Amer-Indian-Eskimo,Female,Private,<=50K,31,31,Cluster 296
1687,43,Black,Female,Private,<=50K,43,43,Cluster 320
3120,35,White,Male,?,<=50K,35,35,Cluster 367
1804,38,Asian-Pac-Islander,Male,Self-emp-inc,>50K,38,38,Cluster 403
867,21,White,Male,Private,<=50K,21,21,Cluster 496
2534,27,Black,Male,Private,<=50K,27,27,Cluster 665
2432,61,White,Male,Self-emp-not-inc,>50K,61,61,Cluster 694
3825,19,White,Male,Private,<=50K,19,19,Cluster 775
3021,51,White,Male,State-gov,>50K,51,51,Cluster 893
3553,56,White,Male,Private,>50K,56,56,Cluster 927
1647,33,Black,Male,Private,<=50K,33,33,Cluster 985
4448,25,White,Female,Private,<=50K,25,25,Cluster 1110
4066,66,White,Male,Private,<=50K,66,65,Cluster 1279
1906,44,White,Male,Private,>50K,44,44,Cluster 1349
1584,39,White,Male,Private,>50K,39,39,Cluster 1434
4068,38,White,Female,Private,<=50K,38,38,Cluster 1464
380,38,White,Male,Private,<=50K,38,38,Cluster 1601
4750,62,Black,Female,Local-gov,<=50K,62,62,Cluster 22
3823,54,White,Female,?,<=50K,54,54,Cluster 117
2221,22,White,Male,Private,<=50K,22,22,Cluster 121
3252,23,Black,Female,Private,<=50K,23,23,Cluster 182
3398,47,Black,Male,Federal-gov,<=50K,47,47,Cluster 257
135,46,Black,Female,Private,<=50K,46,46,Cluster 266
4287,32,Black,Female,Private,<=50K,32,32,Cluster 303
1375,43,White,Female,Local-gov,<=50K,43,43,Cluster 325
2310,64,White,Female,State-gov,<=50K,64,64,Cluster 361
1648,30,White,Male,Private,<=50K,30,30,Cluster 495
2162,21,White,Female,Private,<=50K,21,21,Cluster 496
2421,66,White,Male,?,>50K,66,66,Cluster 508
225,53,White,Female,Local-gov,<=50K,53,53,Cluster 546
2073,63,White,Male,?,<=50K,63,63,Cluster 631
362,62,White,Male,Private,>50K,63,62,Cluster 642
2781,59,White,Male,Private,<=50K,59,59,Cluster 656
4320,45,White,Male,Private,<=50K,45,45,Cluster 729
452,45,White,Male,Self-emp-inc,>50K,45,45,Cluster 737
1142,20,White,Male,Private,<=50K,20,20,Cluster 816
128,31,White,Male,Private,>50K,31,31,Cluster 894
2094,51,White,Male,Private,>50K,51,51,Cluster 906
3629,22,White,Female,Private,<=50K,22,22,Cluster 930
3421,22,White,Male,Private,<=50K,22,22,Cluster 931
998,48,White,Male,Federal-gov,>50K,48,48,Cluster 1051
1331,25,White,Male,Private,<=50K,25,25,Cluster 1102
57,46,White,Male,Private,<=50K,46,46,Cluster 1189
4957,41,White,Male,Private,<=50K,41,41,Cluster 1299
4629,29,White,Male,Private,<=50K,29,29,Cluster 1339
4025,31,White,Male,Private,>50K,31,31,Cluster 1369
425,33,White,Female,Private,<=50K,33,33,Cluster 1424
1631,39,White,Male,Private,<=50K,39,39,Cluster 1435
300,38,White,Male,Private,<=50K,38,38,Cluster 1437
4224,33,White,Male,Private,<=50K,33,33,Cluster 1438
548,35,White,Male,Local-gov,<=50K,35,35,Cluster 1507
1079,49,White,Male,Private,<=50K,49,47,Cluster 1558
4431,53,Black,Female,Private,<=50K,53,53,Cluster 138
1816,22,Black,Male,Private,<=50K,22,22,Cluster 149
2316,58,White,Male,Private,<=50K,58,58,Cluster 336
4282,64,White,Female,Federal-gov,<=50K,64,64,Cluster 361
3342,57,White,Female,Local-gov,<=50K,57,57,Cluster 377
1711,73,White,Female,Private,<=50K,73,73,Cluster 412
1401,40,White,Female,Private,<=50K,40,40,Cluster 482
2876,29,Black,Male,Private,<=50K,29,29,Cluster 689
602,19,White,Male,Private,<=50K,19,19,Cluster 733
2107,42,White,Male,Private,>50K,42,42,Cluster 743
2557,55,White,Male,Private,>50K,55,55,Cluster 765
1539,22,White,Female,Private,<=50K,22,22,Cluster 931
1290,50,White,Male,Private,<=50K,50,50,Cluster 1163
3207,45,White,Male,Local-gov,>50K,45,45,Cluster 1187
3817,29,White,Male,Local-gov,<=50K,29,29,Cluster 1254
1380,32,White,Female,Private,<=50K,32,32,Cluster 1373
4375,31,White,Male,Self-emp-not-inc,>50K,31,31,Cluster 1420
2575,34,White,Male,Private,>50K,34,34,Cluster 1463
1599,19,White,Male,Private,<=50K,20,19,Cluster 1528
2308,20,White,Male,Private,<=50K,20,20,Cluster 1541
2949,45,White,Male,Private,>50K,45,45,Cluster 1580
3010,35,White,Male,Private,<=50K,35,34,Cluster 1641
4949,60,Amer-Indian-Eskimo,Female,Federal-gov,<=50K,60,60,Cluster 70
684,23,Black,Male,Local-gov,<=50K,23,23,Cluster 89
411,41,Black,Female,Local-gov,<=50K,41,41,Cluster 145
4447,49,Black,Female,Private,<=50K,49,49,Cluster 213
4936,47,Black,Male,Federal-gov,>50K,47,47,Cluster 252
1904,26,White,Female,Private,<=50K,26,26,Cluster 316
3081,40,White,Male,State-gov,>50K,40,40,Cluster 399
98,37,White,Male,Private,>50K,37,37,Cluster 719
1204,44,White,Male,Private,>50K,44,44,Cluster 762
3580,21,Asian-Pac-Islander,Male,?,<=50K,21,21,Cluster 885
3376,21,White,Male,Private,<=50K,21,21,Cluster 914
1403,50,White,Female,Private,<=50K,50,50,Cluster 949
3071,27,White,Female,Private,<=50K,27,27,Cluster 1177
3059,29,White,Female,Private,<=50K,29,29,Cluster 1272
2306,30,White,Female,Private,>50K,30,30,Cluster 1300
1121,29,White,Male,Private,<=50K,29,29,Cluster 1330
806,32,White,Male,Private,>50K,32,32,Cluster 1373
1961,32,White,Male,Private,<=50K,32,32,Cluster 1398
2120,39,White,Male,Private,<=50K,39,39,Cluster 1643
3722,38,White,Male,Private,>50K,38,38,Cluster 1652
431,80,White,Male,?,<=50K,80,80,Cluster 14
3445,59,White,Male,Private,<=50K,59,59,Cluster 78
3469,38,White,Female,Local-gov,>50K,38,38,Cluster 100
127,20,White,Female,Private,<=50K,20,20,Cluster 192
4834,26,White,Male,Private,>50K,26,26,Cluster 224
615,27,White,Female,Private,<=50K,27,27,Cluster 243
4142,30,White,Male,Private,<=50K,30,30,Cluster 279
540,34,Black,Female,?,<=50K,34,34,Cluster 340
4786,25,Asian-Pac-Islander,Female,Private,<=50K,25,25,Cluster 454
221,31,White,Male,Private,<=50K,31,31,Cluster 512
2147,18,White,Female,Private,<=50K,18,18,Cluster 693
2118,45,White,Female,Local-gov,<=50K,45,45,Cluster 736
708,45,Black,Male,Private,<=50K,45,45,Cluster 744
123,30,Black,Male,Private,<=50K,30,30,Cluster 771
2111,30,White,Male,Private,>50K,30,30,Cluster 780
4725,37,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K,37,37,Cluster 933
2710,23,White,Female,Private,<=50K,23,23,Cluster 1024
4972,46,White,Male,State-gov,<=50K,46,46,Cluster 1132
4919,41,White,Male,Self-emp-not-inc,<=50K,41,41,Cluster 1281
2174,51,White,Male,Private,<=50K,51,51,Cluster 1315
2016,31,White,Female,Private,<=50K,31,31,Cluster 1332
2485,40,White,Male,Private,>50K,40,40,Cluster 1344
1951,44,White,Male,Self-emp-not-inc,<=50K,44,44,Cluster 1351
3289,32,White,Male,State-gov,<=50K,32,32,Cluster 1399
