id,Anonym_DAYS_BIRTH,Anonym_DAYS_EMPLOYED,Anonym_OCCUPATION_TYPE,Anonym_CODE_GENDER,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,Anonym_NAME_FAMILY_STATUS,Anonym_NAME_HOUSING_TYPE,AMT_INCOME_TOTAL
236,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
237,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
238,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
239,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
240,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
241,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
242,[(-24831)-(-8182)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
243,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
244,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
245,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
246,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
247,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
248,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
249,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
250,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
251,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
252,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
253,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,450000
254,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,450000
255,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
256,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
257,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
258,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
259,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
260,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
261,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
262,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
263,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
264,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
265,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
266,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
267,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
268,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,765000
269,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,765000
270,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,765000
271,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,765000
272,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
273,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
274,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
275,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
276,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
277,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
278,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
279,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
280,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
281,[(-24575)-(-9270)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
282,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
283,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
284,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
285,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
286,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
287,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
288,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
289,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
290,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
291,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
292,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
293,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
294,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
295,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
296,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
297,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
298,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
299,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
300,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
301,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
302,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
303,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
304,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
305,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
306,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
307,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,382500
308,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
309,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
310,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
311,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
312,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
313,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
314,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
315,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
316,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
317,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
318,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
319,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
320,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
321,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
322,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
323,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
324,[(-24575)-(-9270)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
325,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
326,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
327,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
328,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
329,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
330,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
331,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
332,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
333,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
334,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
335,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
336,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
337,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
338,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
339,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
340,[(-23768)-(-8520)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
341,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
342,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
343,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
344,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
345,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,229500
346,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
347,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
348,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
349,[(-24831)-(-8475)],[(-14127)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
350,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
351,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
352,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
353,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
354,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
355,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
356,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
357,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
358,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
359,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
360,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
361,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
362,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
363,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
364,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
365,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
366,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
367,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
368,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,292500
369,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
370,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
371,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
372,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
373,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
374,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
375,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
376,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
377,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
378,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
379,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
380,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
381,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
382,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
383,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
384,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
385,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
