id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,Cluster
4712,-8655,-1067,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 3
4874,-16653,-1646,Drivers,M,Commercial associate,Secondary / secondary special,Married,With parents,585000,Cluster 3
5020,-23408,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,94500,Cluster 3
5153,-18562,-1220,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,337500,Cluster 3
5433,-11640,-1676,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 3
5442,-11640,-1676,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,117000,Cluster 3
5517,-20463,-185,Security staff,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 3
5634,-13702,-1462,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 3
5815,-15269,-2376,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 3
6256,-13375,-793,Cooking staff,F,Working,Secondary / secondary special,Separated,House / apartment,315000,Cluster 3
6326,-13513,-6394,Core staff,F,State servant,Higher education,Married,House / apartment,112500,Cluster 3
6654,-11688,-2803,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 3
6680,-11974,-282,Sales staff,F,Working,Higher education,Married,Municipal apartment,216000,Cluster 3
6859,-24166,365243,"",M,Pensioner,Higher education,Married,House / apartment,225000,Cluster 3
7443,-10492,-2822,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 3
7458,-17567,-3917,"",F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 3
7639,-12072,-1422,"",M,Working,Secondary / secondary special,Civil marriage,With parents,126000,Cluster 3
7765,-13868,-415,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 3
8186,-14023,-4280,Laborers,M,Working,Higher education,Married,House / apartment,157500,Cluster 3
8264,-20110,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,270000,Cluster 3
8281,-13465,-839,Managers,M,Working,Secondary / secondary special,Married,House / apartment,360000,Cluster 3
8522,-14577,-2269,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 3
8805,-10828,-657,Core staff,F,Commercial associate,Higher education,Married,House / apartment,112500,Cluster 3
8813,-15448,-1875,Security staff,F,Commercial associate,Higher education,Married,House / apartment,189000,Cluster 3
8854,-17051,-598,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 3
1039,-22867,365243,"",M,Pensioner,Higher education,Single / not married,House / apartment,495000,Cluster 4
8993,-15487,-3093,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 4
9637,-22674,365243,"",F,Pensioner,Secondary / secondary special,Widow,Municipal apartment,135000,Cluster 4
9691,-15922,-414,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,103500,Cluster 4
9847,-13043,-390,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 4
54,-15761,-3173,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
114,-15519,-3234,Laborers,F,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,297000,Cluster 4
161,-22319,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
198,-18926,-6276,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,166500,Cluster 4
296,-15737,-432,"",F,Commercial associate,Higher education,Separated,With parents,157500,Cluster 4
485,-10750,-2443,High skill tech staff,M,Working,Secondary / secondary special,Married,House / apartment,252000,Cluster 4
492,-19692,-5273,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
991,-19958,-7465,Laborers,M,Working,Higher education,Married,House / apartment,360000,Cluster 4
1166,-12927,-2078,Managers,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 4
1233,-9981,-1866,Laborers,M,Working,Lower secondary,Married,With parents,135000,Cluster 4
1985,-18414,-5203,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
2033,-17935,-363,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
2694,-22815,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,148500,Cluster 4
2810,-11714,-1740,Core staff,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,225000,Cluster 4
2812,-14917,-8157,Drivers,M,Working,Secondary / secondary special,Married,Office apartment,135000,Cluster 4
2915,-21788,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,288000,Cluster 4
3208,-20692,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,225000,Cluster 4
3220,-18630,-1462,Laborers,M,Working,Secondary / secondary special,Married,With parents,225000,Cluster 4
3683,-23379,365243,"",F,Pensioner,Higher education,Married,House / apartment,38250,Cluster 4
4342,-12906,-4578,Core staff,M,State servant,Higher education,Married,House / apartment,247500,Cluster 4
4862,-17401,-9559,Realty agents,F,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 4
5016,-23408,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,94500,Cluster 4
5222,-23273,365243,"",M,Pensioner,Higher education,Married,House / apartment,162000,Cluster 4
5235,-11090,-338,Security staff,M,Working,Secondary / secondary special,Married,With parents,157500,Cluster 4
5339,-15559,-5145,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,211500,Cluster 4
5545,-15714,-458,"",F,Commercial associate,Secondary / secondary special,Separated,House / apartment,292500,Cluster 4
5613,-12633,-854,Laborers,M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,382500,Cluster 4
5714,-20415,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,247500,Cluster 4
6051,-12882,-3471,Sales staff,M,Working,Higher education,Married,House / apartment,144000,Cluster 4
6081,-14926,-1281,High skill tech staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,202500,Cluster 4
6146,-11511,-3806,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 4
6255,-13375,-793,Cooking staff,F,Working,Secondary / secondary special,Separated,House / apartment,315000,Cluster 4
6752,-13520,-5488,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,130500,Cluster 4
7083,-12149,-195,Drivers,M,Working,Secondary / secondary special,Married,With parents,247500,Cluster 4
7097,-19147,-1868,Laborers,M,Commercial associate,Higher education,Married,House / apartment,216000,Cluster 4
7106,-18042,-1603,Laborers,F,Commercial associate,Higher education,Single / not married,House / apartment,225000,Cluster 4
7224,-9768,-1483,Sales staff,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
7327,-9190,-933,Core staff,F,Working,Higher education,Married,House / apartment,180000,Cluster 4
7742,-10174,-903,"",F,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
7769,-18571,-387,Cooking staff,F,Working,Secondary / secondary special,Separated,House / apartment,81000,Cluster 4
8034,-9889,-2289,Managers,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 4
8169,-19408,-4553,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 4
8594,-9778,-2910,Core staff,F,Commercial associate,Higher education,Married,House / apartment,135000,Cluster 4
8634,-21215,-808,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
8772,-13033,-3885,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
9228,-17197,-2362,Managers,F,Working,Secondary / secondary special,Married,With parents,315000,Cluster 4
9316,-11342,-688,High skill tech staff,F,State servant,Higher education,Separated,With parents,270000,Cluster 4
9476,-14310,-7050,Sales staff,F,Commercial associate,Higher education,Married,House / apartment,193500,Cluster 4
9540,-14548,-5443,Laborers,F,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 4
40,-20502,-4450,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
723,-12277,-982,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,144000,Cluster 4
764,-10166,-1774,"",M,Working,Higher education,Single / not married,House / apartment,225000,Cluster 4
906,-15759,-374,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
1140,-13541,-3965,Core staff,F,State servant,Higher education,Married,House / apartment,306000,Cluster 4
1333,-15109,-1956,Core staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 4
2057,-10141,-2531,Cooking staff,F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 4
2130,-19121,-735,Sales staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 4
2159,-15329,-1371,Core staff,F,Working,Higher education,Single / not married,House / apartment,90000,Cluster 4
2466,-13207,-1401,Low-skill Laborers,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 4
2759,-9303,-852,Sales staff,M,Working,Higher education,Married,House / apartment,135000,Cluster 4
2943,-11945,-735,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
3054,-21503,-1674,Core staff,M,Commercial associate,Higher education,Married,House / apartment,256500,Cluster 4
3200,-23570,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,112500,Cluster 4
3814,-24629,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,90000,Cluster 4
4010,-21012,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,315000,Cluster 4
4444,-20434,-2691,Laborers,M,Working,Higher education,Married,House / apartment,405000,Cluster 4
4669,-18865,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,157500,Cluster 4
4759,-13669,-428,Managers,F,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 4
4794,-11445,-3319,Sales staff,M,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 4
4912,-13494,-1281,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,117000,Cluster 4
4953,-23886,365243,"",F,Pensioner,Higher education,Married,House / apartment,162000,Cluster 4
5141,-19922,-1128,"",F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 4
5307,-12384,-2223,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 4
5342,-15559,-5145,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,211500,Cluster 4
5344,-15559,-5145,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,211500,Cluster 4
5454,-13903,-3410,High skill tech staff,F,Working,Higher education,Married,House / apartment,112500,Cluster 4
5468,-13933,-3625,Accountants,F,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,225000,Cluster 4
5596,-19054,365243,"",F,Pensioner,Higher education,Married,House / apartment,33750,Cluster 4
5658,-15623,-1645,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 4
5881,-14074,-4720,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 4
6228,-22034,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 4
6436,-10027,-946,Managers,M,Working,Secondary / secondary special,Married,House / apartment,171000,Cluster 4
6459,-22440,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 4
6530,-12159,-1827,IT staff,M,Working,Higher education,Single / not married,House / apartment,166500,Cluster 4
6712,-21304,365243,"",F,Pensioner,Lower secondary,Single / not married,House / apartment,202500,Cluster 4
7018,-10351,-1322,"",F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 4
7050,-13766,-3817,"",F,Working,Secondary / secondary special,Civil marriage,House / apartment,67500,Cluster 4
7200,-12423,-5621,Managers,M,Working,Higher education,Married,House / apartment,337500,Cluster 4
7269,-19148,-5744,"",F,Commercial associate,Higher education,Widow,House / apartment,292500,Cluster 4
7308,-12406,-265,Drivers,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 4
7607,-14944,-2060,Managers,M,Working,Higher education,Married,House / apartment,202500,Cluster 4
7789,-23225,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 4
7791,-23225,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 4
7911,-23180,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,157500,Cluster 4
8251,-23678,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 4
1041,-22867,365243,"",M,Pensioner,Higher education,Single / not married,House / apartment,495000,Cluster 5
8589,-10930,-777,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 5
8943,-12297,-384,Managers,F,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 5
