id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,NAME_INCOME_TYPE,prediction
610,-9736,-2870,"",Working,1.0
611,-9736,-2870,"",Working,1.0
612,-16196,-6218,Laborers,Commercial associate,0.0
613,-16196,-6218,Laborers,Commercial associate,0.0
614,-16196,-6218,Laborers,Commercial associate,0.0
615,-11706,-1164,Drivers,Commercial associate,1.0
616,-11706,-1164,Drivers,Commercial associate,1.0
617,-11706,-1164,Drivers,Commercial associate,1.0
618,-11706,-1164,Drivers,Commercial associate,1.0
619,-11706,-1164,Drivers,Commercial associate,1.0
620,-11706,-1164,Drivers,Commercial associate,1.0
621,-11706,-1164,Drivers,Commercial associate,1.0
622,-11706,-1164,Drivers,Commercial associate,1.0
623,-11706,-1164,Drivers,Commercial associate,1.0
624,-11706,-1164,Drivers,Commercial associate,1.0
625,-11706,-1164,Drivers,Commercial associate,1.0
626,-16100,-4939,Core staff,Working,1.0
627,-16100,-4939,Core staff,Working,1.0
628,-16100,-4939,Core staff,Working,1.0
629,-16100,-4939,Core staff,Working,1.0
630,-16100,-4939,Core staff,Working,1.0
631,-16888,-2687,Core staff,Working,1.0
632,-16888,-2687,Core staff,Working,1.0
633,-16888,-2687,Core staff,Working,1.0
634,-16888,-2687,Core staff,Working,1.0
635,-16888,-2687,Core staff,Working,1.0
636,-16888,-2687,Core staff,Working,1.0
637,-16888,-2687,Core staff,Working,1.0
638,-12463,-2170,Laborers,Working,0.0
639,-12463,-2170,Laborers,Working,0.0
640,-12463,-2170,Laborers,Working,0.0
641,-12463,-2170,Laborers,Working,0.0
642,-11998,-1135,Laborers,Working,1.0
643,-11998,-1135,Laborers,Working,1.0
644,-13590,-982,"",Commercial associate,0.0
645,-13590,-982,"",Commercial associate,0.0
646,-13590,-982,"",Commercial associate,0.0
647,-13590,-982,"",Commercial associate,0.0
648,-13590,-982,"",Commercial associate,0.0
649,-13590,-982,"",Commercial associate,0.0
650,-13590,-982,"",Commercial associate,0.0
651,-13590,-982,"",Commercial associate,0.0
652,-13590,-982,"",Commercial associate,0.0
653,-13590,-982,"",Commercial associate,0.0
654,-15455,-890,Laborers,Working,0.0
655,-15527,-1744,Sales staff,Commercial associate,1.0
656,-15527,-1744,Sales staff,Commercial associate,1.0
657,-15527,-1744,Sales staff,Commercial associate,1.0
658,-15527,-1744,Sales staff,Commercial associate,1.0
659,-18813,-9748,Laborers,Commercial associate,1.0
660,-18813,-9748,Laborers,Commercial associate,1.0
661,-18813,-9748,Laborers,Commercial associate,1.0
662,-18813,-9748,Laborers,Commercial associate,1.0
663,-18813,-9748,Laborers,Commercial associate,1.0
664,-18813,-9748,Laborers,Commercial associate,1.0
665,-18813,-9748,Laborers,Commercial associate,1.0
666,-18813,-9748,Laborers,Commercial associate,1.0
667,-18813,-9748,Laborers,Commercial associate,1.0
668,-18813,-9748,Laborers,Commercial associate,1.0
669,-18813,-9748,Laborers,Commercial associate,1.0
670,-18813,-9748,Laborers,Commercial associate,1.0
671,-18813,-9748,Laborers,Commercial associate,1.0
672,-18813,-9748,Laborers,Commercial associate,1.0
673,-20302,365243,"",Pensioner,0.0
674,-20302,365243,"",Pensioner,0.0
675,-20302,365243,"",Pensioner,0.0
676,-20302,365243,"",Pensioner,0.0
677,-15153,-3143,Laborers,Working,1.0
678,-15153,-3143,Laborers,Working,1.0
679,-15153,-3143,Laborers,Working,1.0
680,-15153,-3143,Laborers,Working,1.0
681,-15153,-3143,Laborers,Working,1.0
682,-15153,-3143,Laborers,Working,1.0
683,-15153,-3143,Laborers,Working,1.0
684,-15153,-3143,Laborers,Working,1.0
685,-15153,-3143,Laborers,Working,1.0
686,-15153,-3143,Laborers,Working,1.0
687,-17074,-798,Accountants,Working,0.0
688,-17074,-798,Accountants,Working,0.0
689,-17074,-798,Accountants,Working,0.0
690,-21316,365243,"",Pensioner,0.0
691,-21316,365243,"",Pensioner,0.0
692,-21316,365243,"",Pensioner,0.0
693,-21316,365243,"",Pensioner,0.0
694,-21316,365243,"",Pensioner,0.0
695,-11682,-678,Sales staff,Working,0.0
696,-11682,-678,Sales staff,Working,0.0
697,-11682,-678,Sales staff,Working,0.0
698,-14374,-798,Sales staff,Working,0.0
699,-14374,-798,Sales staff,Working,0.0
700,-8488,-1835,"",Working,1.0
701,-8488,-1835,"",Working,1.0
702,-23532,365243,"",Pensioner,0.0
703,-23532,365243,"",Pensioner,0.0
704,-17383,-890,Core staff,Working,1.0
705,-17383,-890,Core staff,Working,1.0
706,-17383,-890,Core staff,Working,1.0
707,-17383,-890,Core staff,Working,1.0
708,-17383,-890,Core staff,Working,1.0
709,-17383,-890,Core staff,Working,1.0
710,-13455,-2748,Sales staff,Commercial associate,1.0
711,-13455,-2748,Sales staff,Commercial associate,1.0
712,-12872,-3720,Sales staff,Working,0.0
713,-12872,-3720,Sales staff,Working,0.0
714,-12872,-3720,Sales staff,Working,0.0
715,-12277,-982,High skill tech staff,Working,0.0
716,-12277,-982,High skill tech staff,Working,0.0
717,-12277,-982,High skill tech staff,Working,0.0
718,-12277,-982,High skill tech staff,Working,0.0
719,-12277,-982,High skill tech staff,Working,0.0
720,-12277,-982,High skill tech staff,Working,0.0
721,-12277,-982,High skill tech staff,Working,0.0
722,-12277,-982,High skill tech staff,Working,0.0
723,-12277,-982,High skill tech staff,Working,0.0
724,-17367,365243,"",Pensioner,0.0
725,-17367,365243,"",Pensioner,0.0
726,-17367,365243,"",Pensioner,0.0
727,-19056,-99,Drivers,Working,1.0
728,-19056,-99,Drivers,Working,1.0
729,-19056,-99,Drivers,Working,1.0
730,-19056,-99,Drivers,Working,1.0
731,-19305,-3296,Laborers,Working,1.0
732,-19305,-3296,Laborers,Working,1.0
733,-19305,-3296,Laborers,Working,1.0
734,-19305,-3296,Laborers,Working,1.0
735,-19305,-3296,Laborers,Working,1.0
736,-19305,-3296,Laborers,Working,1.0
737,-9890,-2047,Laborers,Working,0.0
738,-9890,-2047,Laborers,Working,0.0
739,-9890,-2047,Laborers,Working,0.0
740,-10049,-283,Drivers,Working,0.0
741,-10049,-283,Drivers,Working,0.0
742,-21426,365243,"",Pensioner,0.0
743,-21426,365243,"",Pensioner,0.0
744,-21426,365243,"",Pensioner,0.0
745,-21426,365243,"",Pensioner,0.0
746,-8489,-921,"",Commercial associate,0.0
747,-8489,-921,"",Commercial associate,0.0
748,-14689,-3661,Low-skill Laborers,Working,0.0
749,-14689,-3661,Low-skill Laborers,Working,0.0
750,-14689,-3661,Low-skill Laborers,Working,0.0
751,-14689,-3661,Low-skill Laborers,Working,0.0
752,-14689,-3661,Low-skill Laborers,Working,0.0
753,-18650,-10936,"",State servant,1.0
754,-18650,-10936,"",State servant,1.0
755,-18650,-10936,"",State servant,1.0
756,-18650,-10936,"",State servant,1.0
757,-18650,-10936,"",State servant,1.0
758,-18650,-10936,"",State servant,1.0
759,-18650,-10936,"",State servant,1.0
760,-18650,-10936,"",State servant,1.0
761,-10166,-1774,"",Working,1.0
762,-10166,-1774,"",Working,1.0
763,-10166,-1774,"",Working,1.0
764,-10166,-1774,"",Working,1.0
765,-19191,365243,"",Pensioner,0.0
766,-19191,365243,"",Pensioner,0.0
767,-19191,365243,"",Pensioner,0.0
768,-19191,365243,"",Pensioner,0.0
769,-19191,365243,"",Pensioner,0.0
770,-19191,365243,"",Pensioner,0.0
771,-15805,-433,Core staff,Commercial associate,0.0
772,-15805,-433,Core staff,Commercial associate,0.0
773,-21688,365243,"",Pensioner,0.0
774,-21688,365243,"",Pensioner,0.0
775,-21688,365243,"",Pensioner,0.0
776,-21688,365243,"",Pensioner,0.0
777,-21688,365243,"",Pensioner,0.0
778,-21688,365243,"",Pensioner,0.0
779,-21688,365243,"",Pensioner,0.0
780,-21688,365243,"",Pensioner,0.0
781,-21688,365243,"",Pensioner,0.0
782,-21688,365243,"",Pensioner,0.0
783,-21688,365243,"",Pensioner,0.0
784,-21688,365243,"",Pensioner,0.0
785,-21688,365243,"",Pensioner,0.0
786,-21688,365243,"",Pensioner,0.0
787,-21688,365243,"",Pensioner,0.0
788,-23299,365243,"",Pensioner,0.0
789,-23299,365243,"",Pensioner,0.0
790,-23299,365243,"",Pensioner,0.0
791,-23299,365243,"",Pensioner,0.0
792,-23299,365243,"",Pensioner,0.0
793,-12999,-1560,Managers,Commercial associate,1.0
794,-12999,-1560,Managers,Commercial associate,1.0
795,-12999,-1560,Managers,Commercial associate,1.0
796,-12999,-1560,Managers,Commercial associate,1.0
797,-12999,-1560,Managers,Commercial associate,1.0
798,-12999,-1560,Managers,Commercial associate,1.0
799,-12999,-1560,Managers,Commercial associate,1.0
800,-20863,365243,"",Pensioner,0.0
801,-20863,365243,"",Pensioner,0.0
802,-20863,365243,"",Pensioner,0.0
803,-20863,365243,"",Pensioner,0.0
804,-20863,365243,"",Pensioner,0.0
805,-11644,-344,Managers,Working,0.0
806,-11644,-344,Managers,Working,0.0
807,-11644,-344,Managers,Working,0.0
808,-11644,-344,Managers,Working,0.0
809,-11102,-433,Sales staff,Working,0.0
810,-11102,-433,Sales staff,Working,0.0
811,-9380,-1713,"",Working,0.0
812,-9380,-1713,"",Working,0.0
813,-9380,-1713,"",Working,0.0
814,-9380,-1713,"",Working,0.0
815,-9380,-1713,"",Working,0.0
816,-9380,-1713,"",Working,0.0
817,-19316,-4451,"",Working,1.0
818,-19316,-4451,"",Working,1.0
819,-9887,-2474,Sales staff,Working,1.0
820,-9887,-2474,Sales staff,Working,1.0
821,-9887,-2474,Sales staff,Working,1.0
822,-9887,-2474,Sales staff,Working,1.0
823,-13178,-1317,Laborers,Working,0.0
824,-13178,-1317,Laborers,Working,0.0
825,-13178,-1317,Laborers,Working,0.0
826,-19341,-7314,Managers,Commercial associate,1.0
827,-19341,-7314,Managers,Commercial associate,1.0
828,-19341,-7314,Managers,Commercial associate,1.0
829,-19341,-7314,Managers,Commercial associate,1.0
830,-14657,-4392,Core staff,Working,1.0
831,-14657,-4392,Core staff,Working,1.0
832,-14657,-4392,Core staff,Working,1.0
833,-14657,-4392,Core staff,Working,1.0
834,-14657,-4392,Core staff,Working,1.0
835,-14657,-4392,Core staff,Working,1.0
836,-12328,-2474,Sales staff,Working,0.0
837,-12328,-2474,Sales staff,Working,0.0
838,-13557,-586,"",Commercial associate,0.0
839,-13557,-586,"",Commercial associate,0.0
840,-13557,-586,"",Commercial associate,0.0
841,-13557,-586,"",Commercial associate,0.0
842,-13557,-586,"",Commercial associate,0.0
843,-13557,-586,"",Commercial associate,0.0
844,-13557,-586,"",Commercial associate,0.0
845,-13557,-586,"",Commercial associate,0.0
846,-9087,-1682,Laborers,Working,0.0
847,-9087,-1682,Laborers,Working,0.0
848,-9087,-1682,Laborers,Working,0.0
849,-9087,-1682,Laborers,Working,0.0
850,-9087,-1682,Laborers,Working,0.0
851,-9087,-1682,Laborers,Working,0.0
852,-14118,-3174,Laborers,Working,0.0
853,-14118,-3174,Laborers,Working,0.0
854,-14118,-3174,Laborers,Working,0.0
855,-14118,-3174,Laborers,Working,0.0
856,-14118,-3174,Laborers,Working,0.0
857,-14118,-3174,Laborers,Working,0.0
858,-14118,-3174,Laborers,Working,0.0
859,-14118,-3174,Laborers,Working,0.0
860,-14118,-3174,Laborers,Working,0.0
861,-14118,-3174,Laborers,Working,0.0
862,-14118,-3174,Laborers,Working,0.0
863,-14118,-3174,Laborers,Working,0.0
864,-14906,-6826,Core staff,State servant,1.0
865,-14906,-6826,Core staff,State servant,1.0
866,-22002,365243,"",Pensioner,0.0
867,-22002,365243,"",Pensioner,0.0
868,-22002,365243,"",Pensioner,0.0
869,-22002,365243,"",Pensioner,0.0
870,-22002,365243,"",Pensioner,0.0
871,-22002,365243,"",Pensioner,0.0
872,-22002,365243,"",Pensioner,0.0
873,-22002,365243,"",Pensioner,0.0
874,-22002,365243,"",Pensioner,0.0
875,-22002,365243,"",Pensioner,0.0
876,-22002,365243,"",Pensioner,0.0
877,-15435,-3965,"",Working,1.0
878,-15435,-3965,"",Working,1.0
879,-15435,-3965,"",Working,1.0
880,-15435,-3965,"",Working,1.0
881,-15435,-3965,"",Working,1.0
882,-15435,-3965,"",Working,1.0
883,-15435,-3965,"",Working,1.0
884,-11813,-3266,Sales staff,Working,1.0
885,-11813,-3266,Sales staff,Working,1.0
886,-11813,-3266,Sales staff,Working,1.0
887,-11813,-3266,Sales staff,Working,1.0
888,-11813,-3266,Sales staff,Working,1.0
889,-11813,-3266,Sales staff,Working,1.0
890,-11813,-3266,Sales staff,Working,1.0
891,-11813,-3266,Sales staff,Working,1.0
892,-11813,-3266,Sales staff,Working,1.0
893,-11813,-3266,Sales staff,Working,1.0
894,-11813,-3266,Sales staff,Working,1.0
895,-11813,-3266,Sales staff,Working,1.0
896,-11813,-3266,Sales staff,Working,1.0
897,-11813,-3266,Sales staff,Working,1.0
898,-11813,-3266,Sales staff,Working,1.0
899,-14883,-5457,Cooking staff,Working,1.0
900,-14883,-5457,Cooking staff,Working,1.0
901,-14883,-5457,Cooking staff,Working,1.0
902,-14883,-5457,Cooking staff,Working,1.0
903,-14883,-5457,Cooking staff,Working,1.0
904,-14883,-5457,Cooking staff,Working,1.0
905,-14883,-5457,Cooking staff,Working,1.0
906,-15759,-374,Sales staff,Working,1.0
907,-15759,-374,Sales staff,Working,1.0
908,-15759,-374,Sales staff,Working,1.0
909,-15759,-374,Sales staff,Working,1.0
910,-15759,-374,Sales staff,Working,1.0
911,-10435,-1713,Core staff,Working,0.0
912,-10435,-1713,Core staff,Working,0.0
913,-10435,-1713,Core staff,Working,0.0
914,-10435,-1713,Core staff,Working,0.0
915,-10435,-1713,Core staff,Working,0.0
916,-10435,-1713,Core staff,Working,0.0
917,-10435,-1713,Core staff,Working,0.0
918,-13120,-5578,Medicine staff,State servant,0.0
919,-13120,-5578,Medicine staff,State servant,0.0
920,-12636,-405,Laborers,Working,0.0
921,-12636,-405,Laborers,Working,0.0
922,-17932,-1470,Sales staff,Commercial associate,1.0
923,-15901,-130,Security staff,Working,0.0
924,-15901,-130,Security staff,Working,0.0
925,-12282,-405,Managers,Commercial associate,0.0
926,-10084,-678,Sales staff,Commercial associate,0.0
927,-10084,-678,Sales staff,Commercial associate,0.0
928,-10084,-678,Sales staff,Commercial associate,0.0
929,-10276,-556,Drivers,Commercial associate,1.0
930,-10276,-556,Drivers,Commercial associate,1.0
931,-10276,-556,Drivers,Commercial associate,1.0
932,-10276,-556,Drivers,Commercial associate,1.0
933,-10276,-556,Drivers,Commercial associate,1.0
934,-10276,-556,Drivers,Commercial associate,1.0
935,-10276,-556,Drivers,Commercial associate,1.0
936,-10276,-556,Drivers,Commercial associate,1.0
937,-10276,-556,Drivers,Commercial associate,1.0
938,-10276,-556,Drivers,Commercial associate,1.0
939,-14555,-1226,Managers,Working,1.0
940,-14555,-1226,Managers,Working,1.0
941,-14555,-1226,Managers,Working,1.0
942,-14555,-1226,Managers,Working,1.0
943,-14555,-1226,Managers,Working,1.0
944,-15144,-6400,Managers,Commercial associate,1.0
945,-15144,-6400,Managers,Commercial associate,1.0
946,-15144,-6400,Managers,Commercial associate,1.0
947,-15144,-6400,Managers,Commercial associate,1.0
948,-15144,-6400,Managers,Commercial associate,1.0
949,-15499,-1287,Core staff,State servant,0.0
950,-15499,-1287,Core staff,State servant,0.0
951,-9839,-1835,Laborers,Working,1.0
952,-21635,365243,"",Pensioner,0.0
953,-21635,365243,"",Pensioner,0.0
954,-21635,365243,"",Pensioner,0.0
955,-21635,365243,"",Pensioner,0.0
956,-21635,365243,"",Pensioner,0.0
957,-21635,365243,"",Pensioner,0.0
958,-21635,365243,"",Pensioner,0.0
959,-21635,365243,"",Pensioner,0.0
960,-21635,365243,"",Pensioner,0.0
961,-21635,365243,"",Pensioner,0.0
962,-21635,365243,"",Pensioner,0.0
963,-13172,-1195,Managers,Working,0.0
964,-13172,-1195,Managers,Working,0.0
965,-11992,-2351,Private service staff,Working,0.0
966,-11992,-2351,Private service staff,Working,0.0
967,-11131,-405,Core staff,State servant,0.0
968,-11131,-405,Core staff,State servant,0.0
969,-11131,-405,Core staff,State servant,0.0
970,-19120,-3661,Drivers,Working,0.0
971,-19120,-3661,Drivers,Working,0.0
972,-19120,-3661,Drivers,Working,0.0
973,-19120,-3661,Drivers,Working,0.0
974,-19120,-3661,Drivers,Working,0.0
975,-19120,-3661,Drivers,Working,0.0
976,-19120,-3661,Drivers,Working,0.0
977,-19120,-3661,Drivers,Working,0.0
978,-12752,-433,Accountants,Commercial associate,1.0
979,-12752,-433,Accountants,Commercial associate,1.0
980,-12752,-433,Accountants,Commercial associate,1.0
981,-12752,-433,Accountants,Commercial associate,1.0
982,-12752,-433,Accountants,Commercial associate,1.0
983,-12752,-433,Accountants,Commercial associate,1.0
984,-19958,-7465,Laborers,Working,1.0
985,-19958,-7465,Laborers,Working,1.0
986,-19958,-7465,Laborers,Working,1.0
987,-19958,-7465,Laborers,Working,1.0
988,-19958,-7465,Laborers,Working,1.0
989,-19958,-7465,Laborers,Working,1.0
990,-19958,-7465,Laborers,Working,1.0
991,-19958,-7465,Laborers,Working,1.0
992,-19958,-7465,Laborers,Working,1.0
993,-19958,-7465,Laborers,Working,1.0
994,-19958,-7465,Laborers,Working,1.0
995,-19958,-7465,Laborers,Working,1.0
996,-19958,-7465,Laborers,Working,1.0
997,-19958,-7465,Laborers,Working,1.0
998,-10710,-2351,Sales staff,Working,1.0
999,-10710,-2351,Sales staff,Working,1.0
1000,-10710,-2351,Sales staff,Working,1.0
1001,-10710,-2351,Sales staff,Working,1.0
1002,-10710,-2351,Sales staff,Working,1.0
1003,-10710,-2351,Sales staff,Working,1.0
1004,-10710,-2351,Sales staff,Working,1.0
1005,-10710,-2351,Sales staff,Working,1.0
1006,-10710,-2351,Sales staff,Working,1.0
1007,-10710,-2351,Sales staff,Working,1.0
1008,-8482,-1501,"",Working,1.0
1009,-12756,365243,"",Pensioner,0.0
1010,-12690,-4451,Cooking staff,State servant,0.0
1011,-12690,-4451,Cooking staff,State servant,0.0
1012,-12690,-4451,Cooking staff,State servant,0.0
1013,-12690,-4451,Cooking staff,State servant,0.0
1014,-23083,365243,"",Pensioner,0.0
1015,-16076,-7679,"",Working,1.0
1016,-16076,-7679,"",Working,1.0
1017,-16076,-7679,"",Working,1.0
1018,-16613,-3235,"",Working,0.0
1019,-16613,-3235,"",Working,0.0
1020,-16613,-3235,"",Working,0.0
1021,-16613,-3235,"",Working,0.0
1022,-16613,-3235,"",Working,0.0
1023,-20644,-3873,Medicine staff,State servant,1.0
1024,-20644,-3873,Medicine staff,State servant,1.0
1025,-20644,-3873,Medicine staff,State servant,1.0
1026,-20644,-3873,Medicine staff,State servant,1.0
1027,-20644,-3873,Medicine staff,State servant,1.0
1028,-20644,-3873,Medicine staff,State servant,1.0
1029,-20644,-3873,Medicine staff,State servant,1.0
1030,-20644,-3873,Medicine staff,State servant,1.0
1031,-20644,-3873,Medicine staff,State servant,1.0
1032,-20644,-3873,Medicine staff,State servant,1.0
1033,-20644,-3873,Medicine staff,State servant,1.0
1034,-20644,-3873,Medicine staff,State servant,1.0
1035,-20644,-3873,Medicine staff,State servant,1.0
1036,-20644,-3873,Medicine staff,State servant,1.0
1037,-20644,-3873,Medicine staff,State servant,1.0
1038,-20644,-3873,Medicine staff,State servant,1.0
1039,-22867,365243,"",Pensioner,0.0
1040,-22867,365243,"",Pensioner,0.0
1041,-22867,365243,"",Pensioner,0.0
1042,-14749,-2382,Drivers,Working,1.0
1043,-14749,-2382,Drivers,Working,1.0
1044,-16839,-3692,Managers,Working,1.0
1045,-13940,-617,Managers,Commercial associate,0.0
1046,-13940,-617,Managers,Commercial associate,0.0
1047,-13940,-617,Managers,Commercial associate,0.0
1048,-13940,-617,Managers,Commercial associate,0.0
1049,-13940,-617,Managers,Commercial associate,0.0
1050,-12330,-2809,Accountants,Working,0.0
1051,-12330,-2809,Accountants,Working,0.0
1052,-12242,-2047,Core staff,State servant,1.0
1053,-12242,-2047,Core staff,State servant,1.0
1054,-12242,-2047,Core staff,State servant,1.0
1055,-12242,-2047,Core staff,State servant,1.0
1056,-23322,365243,"",Pensioner,0.0
1057,-23322,365243,"",Pensioner,0.0
1058,-23322,365243,"",Pensioner,0.0
1059,-10926,-3570,Secretaries,State servant,1.0
1060,-10926,-3570,Secretaries,State servant,1.0
1061,-10926,-3570,Secretaries,State servant,1.0
1062,-10926,-3570,Secretaries,State servant,1.0
1063,-10926,-3570,Secretaries,State servant,1.0
1064,-10926,-3570,Secretaries,State servant,1.0
1065,-10926,-3570,Secretaries,State servant,1.0
1066,-12896,-709,"",Commercial associate,1.0
1067,-12896,-709,"",Commercial associate,1.0
1068,-12896,-709,"",Commercial associate,1.0
1069,-12896,-709,"",Commercial associate,1.0
1070,-12896,-709,"",Commercial associate,1.0
1071,-12896,-709,"",Commercial associate,1.0
1072,-10833,-2504,"",Commercial associate,0.0
1073,-10833,-2504,"",Commercial associate,0.0
1074,-20782,-2321,Laborers,Working,1.0
